-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS2M
26.5,29.375,2024,1,2.46
26.5,30.0,2024,1,2.6
26.5,30.625,2024,1,2.72
26.5,31.25,2024,1,2.45
26.5,31.875,2024,1,2.48
26.5,32.5,2024,1,2.39
26.5,33.125,2024,1,2.04
26.5,33.75,2024,1,2.14
27.0,25.625,2024,1,1.36
27.0,26.25,2024,1,1.46
27.0,26.875,2024,1,1.65
27.0,27.5,2024,1,1.91
27.0,28.125,2024,1,1.96
27.0,28.75,2024,1,2.23
27.0,29.375,2024,1,2.41
27.0,30.0,2024,1,2.41
27.0,30.625,2024,1,2.49
27.0,31.25,2024,1,2.33
27.0,31.875,2024,1,2.57
27.0,32.5,2024,1,2.39
27.0,33.125,2024,1,1.88
27.0,33.75,2024,1,2.96
27.5,25.625,2024,1,1.32
27.5,26.25,2024,1,1.47
27.5,26.875,2024,1,1.66
27.5,27.5,2024,1,1.87
27.5,28.125,2024,1,2.02
27.5,28.75,2024,1,2.17
27.5,29.375,2024,1,2.29
27.5,30.0,2024,1,2.28
27.5,30.625,2024,1,2.33
27.5,31.25,2024,1,2.38
27.5,31.875,2024,1,2.5
27.5,32.5,2024,1,2.37
27.5,33.125,2024,1,2.13
27.5,33.75,2024,1,3.67
28.0,25.625,2024,1,1.5
28.0,26.25,2024,1,1.68
28.0,26.875,2024,1,1.74
28.0,27.5,2024,1,1.77
28.0,28.125,2024,1,1.9
28.0,28.75,2024,1,1.96
28.0,29.375,2024,1,2.12
28.0,30.0,2024,1,2.3
28.0,30.625,2024,1,2.39
28.0,31.25,2024,1,2.34
28.0,31.875,2024,1,2.44
28.0,32.5,2024,1,2.55
28.0,33.125,2024,1,3.4
28.0,33.75,2024,1,2.81
28.5,25.625,2024,1,1.76
28.5,26.25,2024,1,1.87
28.5,26.875,2024,1,1.81
28.5,27.5,2024,1,1.56
28.5,28.125,2024,1,1.51
28.5,28.75,2024,1,1.77
28.5,29.375,2024,1,2.01
28.5,30.0,2024,1,2.25
28.5,30.625,2024,1,2.34
28.5,31.25,2024,1,2.34
28.5,31.875,2024,1,2.23
28.5,32.5,2024,1,2.85
28.5,33.125,2024,1,3.82
28.5,33.75,2024,1,1.88
29.0,25.625,2024,1,1.83
29.0,26.25,2024,1,1.87
29.0,26.875,2024,1,1.53
29.0,27.5,2024,1,1.22
29.0,28.125,2024,1,1.24
29.0,28.75,2024,1,1.64
29.0,29.375,2024,1,1.99
29.0,30.0,2024,1,2.1
29.0,30.625,2024,1,2.18
29.0,31.25,2024,1,2.16
29.0,31.875,2024,1,2.21
29.0,32.5,2024,1,3.52
29.0,33.125,2024,1,3.1
29.0,33.75,2024,1,1.61
29.5,25.625,2024,1,1.83
29.5,26.25,2024,1,1.72
29.5,26.875,2024,1,1.31
29.5,27.5,2024,1,1.2
29.5,28.125,2024,1,1.38
29.5,28.75,2024,1,1.54
29.5,29.375,2024,1,1.79
29.5,30.0,2024,1,1.91
29.5,30.625,2024,1,2.09
29.5,31.25,2024,1,2.07
29.5,31.875,2024,1,2.06
29.5,32.5,2024,1,3.3
29.5,33.125,2024,1,3.43
29.5,33.75,2024,1,2.0
30.0,25.625,2024,1,1.72
30.0,26.25,2024,1,1.48
30.0,26.875,2024,1,1.32
30.0,27.5,2024,1,1.37
30.0,28.125,2024,1,1.3
30.0,28.75,2024,1,1.31
30.0,29.375,2024,1,1.41
30.0,30.0,2024,1,1.5
30.0,30.625,2024,1,1.58
30.0,31.25,2024,1,1.56
30.0,31.875,2024,1,1.49
30.0,32.5,2024,1,2.11
30.0,33.125,2024,1,2.28
30.0,33.75,2024,1,1.58
30.5,25.625,2024,1,1.71
30.5,26.25,2024,1,1.45
30.5,26.875,2024,1,1.35
30.5,27.5,2024,1,1.38
30.5,28.125,2024,1,1.38
30.5,28.75,2024,1,1.44
30.5,29.375,2024,1,1.44
30.5,30.0,2024,1,1.4
30.5,30.625,2024,1,1.42
30.5,31.25,2024,1,1.33
30.5,31.875,2024,1,1.35
30.5,32.5,2024,1,1.63
30.5,33.125,2024,1,1.65
30.5,33.75,2024,1,1.19
31.0,25.625,2024,1,1.99
31.0,26.25,2024,1,1.89
31.0,26.875,2024,1,1.84
31.0,27.5,2024,1,2.22
31.0,28.125,2024,1,2.23
31.0,28.75,2024,1,2.55
31.0,29.375,2024,1,2.6
31.0,30.0,2024,1,1.66
31.0,30.625,2024,1,1.39
31.0,31.25,2024,1,1.23
31.0,31.875,2024,1,1.55
31.0,32.5,2024,1,1.73
31.0,33.125,2024,1,1.81
31.0,33.75,2024,1,1.3
31.5,25.625,2024,1,3.17
31.5,26.25,2024,1,3.38
31.5,26.875,2024,1,3.71
31.5,27.5,2024,1,4.01
31.5,28.125,2024,1,4.15
31.5,28.75,2024,1,3.81
31.5,29.375,2024,1,3.32
31.5,30.0,2024,1,2.55
31.5,30.625,2024,1,1.94
31.5,31.25,2024,1,1.86
31.5,31.875,2024,1,2.13
31.5,32.5,2024,1,2.45
31.5,33.125,2024,1,2.28
31.5,33.75,2024,1,2.02
23.5,25.625,2024,2,2.23
23.5,26.25,2024,2,2.12
23.5,26.875,2024,2,2.53
23.5,27.5,2024,2,2.92
23.5,28.125,2024,2,3.19
23.5,28.75,2024,2,3.34
23.5,29.375,2024,2,3.49
23.5,30.0,2024,2,3.43
23.5,30.625,2024,2,3.48
23.5,31.25,2024,2,3.62
23.5,31.875,2024,2,3.9
23.5,32.5,2024,2,3.7
23.5,33.125,2024,2,3.28
23.5,33.75,2024,2,2.82
24.0,25.625,2024,2,2.33
24.0,26.25,2024,2,1.76
24.0,26.875,2024,2,2.18
24.0,27.5,2024,2,2.67
24.0,28.125,2024,2,3.05
24.0,28.75,2024,2,3.24
24.0,29.375,2024,2,3.47
24.0,30.0,2024,2,3.56
24.0,30.625,2024,2,3.26
24.0,31.25,2024,2,3.56
24.0,31.875,2024,2,3.95
24.0,32.5,2024,2,3.73
24.0,33.125,2024,2,3.03
24.0,33.75,2024,2,2.73
24.5,25.625,2024,2,2.02
24.5,26.25,2024,2,1.65
24.5,26.875,2024,2,1.96
24.5,27.5,2024,2,2.4
24.5,28.125,2024,2,2.79
24.5,28.75,2024,2,3.21
24.5,29.375,2024,2,3.41
24.5,30.0,2024,2,3.35
24.5,30.625,2024,2,3.17
24.5,31.25,2024,2,3.55
24.5,31.875,2024,2,4.07
24.5,32.5,2024,2,3.91
24.5,33.125,2024,2,3.02
24.5,33.75,2024,2,2.77
25.0,25.625,2024,2,1.8
25.0,26.25,2024,2,1.57
25.0,26.875,2024,2,1.7
25.0,27.5,2024,2,2.13
25.0,28.125,2024,2,2.51
25.0,28.75,2024,2,2.69
25.0,29.375,2024,2,2.94
25.0,30.0,2024,2,3.49
25.0,30.625,2024,2,3.4
25.0,31.25,2024,2,3.7
25.0,31.875,2024,2,4.18
25.0,32.5,2024,2,3.9
25.0,33.125,2024,2,3.25
25.0,33.75,2024,2,2.9
25.5,25.625,2024,2,1.53
25.5,26.25,2024,2,1.35
25.5,26.875,2024,2,1.52
25.5,27.5,2024,2,1.92
25.5,28.125,2024,2,2.18
25.5,28.75,2024,2,2.44
25.5,29.375,2024,2,3.0
25.5,30.0,2024,2,3.82
25.5,30.625,2024,2,3.6
25.5,31.25,2024,2,3.7
25.5,31.875,2024,2,3.84
25.5,32.5,2024,2,3.48
25.5,33.125,2024,2,2.9
25.5,33.75,2024,2,2.75
26.0,25.625,2024,2,1.25
26.0,26.25,2024,2,1.11
26.0,26.875,2024,2,1.5
26.0,27.5,2024,2,1.79
26.0,28.125,2024,2,2.17
26.0,28.75,2024,2,2.3
26.0,29.375,2024,2,2.58
26.0,30.0,2024,2,3.24
26.0,30.625,2024,2,3.44
26.0,31.25,2024,2,3.47
26.0,31.875,2024,2,3.49
26.0,32.5,2024,2,3.13
26.0,33.125,2024,2,2.79
26.0,33.75,2024,2,2.97
26.5,25.625,2024,2,1.04
26.5,26.25,2024,2,1.1
26.5,26.875,2024,2,1.51
26.5,27.5,2024,2,1.73
26.5,28.125,2024,2,1.96
26.5,28.75,2024,2,2.03
26.5,29.375,2024,2,2.57
26.5,30.0,2024,2,2.98
26.5,30.625,2024,2,3.19
26.5,31.25,2024,2,3.19
26.5,31.875,2024,2,3.47
26.5,32.5,2024,2,3.4
26.5,33.125,2024,2,3.29
26.5,33.75,2024,2,3.92
27.0,25.625,2024,2,0.91
27.0,26.25,2024,2,1.19
27.0,26.875,2024,2,1.47
27.0,27.5,2024,2,1.7
27.0,28.125,2024,2,1.84
27.0,28.75,2024,2,2.05
27.0,29.375,2024,2,2.58
27.0,30.0,2024,2,2.63
27.0,30.625,2024,2,2.76
27.0,31.25,2024,2,2.89
27.0,31.875,2024,2,3.44
27.0,32.5,2024,2,3.5
27.0,33.125,2024,2,3.67
27.0,33.75,2024,2,5.42
27.5,25.625,2024,2,0.97
27.5,26.25,2024,2,1.29
27.5,26.875,2024,2,1.44
27.5,27.5,2024,2,1.63
27.5,28.125,2024,2,1.87
27.5,28.75,2024,2,2.21
27.5,29.375,2024,2,2.51
27.5,30.0,2024,2,2.36
27.5,30.625,2024,2,2.44
27.5,31.25,2024,2,2.92
27.5,31.875,2024,2,3.37
27.5,32.5,2024,2,3.81
27.5,33.125,2024,2,4.42
27.5,33.75,2024,2,7.02
28.0,25.625,2024,2,1.16
28.0,26.25,2024,2,1.35
28.0,26.875,2024,2,1.42
28.0,27.5,2024,2,1.54
28.0,28.125,2024,2,1.8
28.0,28.75,2024,2,2.09
28.0,29.375,2024,2,2.36
28.0,30.0,2024,2,2.32
28.0,30.625,2024,2,2.43
28.0,31.25,2024,2,2.8
28.0,31.875,2024,2,3.26
28.0,32.5,2024,2,3.91
28.0,33.125,2024,2,5.63
28.0,33.75,2024,2,5.35
28.5,25.625,2024,2,1.33
28.5,26.25,2024,2,1.42
28.5,26.875,2024,2,1.4
28.5,27.5,2024,2,1.42
28.5,28.125,2024,2,1.63
28.5,28.75,2024,2,1.97
28.5,29.375,2024,2,2.24
28.5,30.0,2024,2,2.35
28.5,30.625,2024,2,2.49
28.5,31.25,2024,2,2.78
28.5,31.875,2024,2,2.85
28.5,32.5,2024,2,3.46
28.5,33.125,2024,2,6.39
28.5,33.75,2024,2,3.18
29.0,25.625,2024,2,1.54
29.0,26.25,2024,2,1.61
29.0,26.875,2024,2,1.45
29.0,27.5,2024,2,1.38
29.0,28.125,2024,2,1.5
29.0,28.75,2024,2,1.86
29.0,29.375,2024,2,2.26
29.0,30.0,2024,2,2.34
29.0,30.625,2024,2,2.41
29.0,31.25,2024,2,2.56
29.0,31.875,2024,2,2.43
29.0,32.5,2024,2,3.74
29.0,33.125,2024,2,4.61
29.0,33.75,2024,2,3.23
29.5,25.625,2024,2,1.85
29.5,26.25,2024,2,1.95
29.5,26.875,2024,2,1.74
29.5,27.5,2024,2,1.43
29.5,28.125,2024,2,1.56
29.5,28.75,2024,2,1.81
29.5,29.375,2024,2,2.12
29.5,30.0,2024,2,2.36
29.5,30.625,2024,2,2.56
29.5,31.25,2024,2,2.53
29.5,31.875,2024,2,2.27
29.5,32.5,2024,2,3.54
29.5,33.125,2024,2,3.01
29.5,33.75,2024,2,2.66
30.0,25.625,2024,2,2.06
30.0,26.25,2024,2,2.2
30.0,26.875,2024,2,2.09
30.0,27.5,2024,2,1.85
30.0,28.125,2024,2,1.75
30.0,28.75,2024,2,1.87
30.0,29.375,2024,2,2.07
30.0,30.0,2024,2,2.17
30.0,30.625,2024,2,2.32
30.0,31.25,2024,2,2.25
30.0,31.875,2024,2,2.01
30.0,32.5,2024,2,2.55
30.0,33.125,2024,2,2.23
30.0,33.75,2024,2,2.27
30.5,25.625,2024,2,2.3
30.5,26.25,2024,2,2.32
30.5,26.875,2024,2,2.25
30.5,27.5,2024,2,2.2
30.5,28.125,2024,2,2.1
30.5,28.75,2024,2,2.22
30.5,29.375,2024,2,2.36
30.5,30.0,2024,2,2.32
30.5,30.625,2024,2,2.29
30.5,31.25,2024,2,2.17
30.5,31.875,2024,2,2.03
30.5,32.5,2024,2,2.18
30.5,33.125,2024,2,2.15
30.5,33.75,2024,2,2.21
31.0,25.625,2024,2,2.56
31.0,26.25,2024,2,2.51
31.0,26.875,2024,2,2.49
31.0,27.5,2024,2,2.97
31.0,28.125,2024,2,3.09
31.0,28.75,2024,2,3.77
31.0,29.375,2024,2,4.26
31.0,30.0,2024,2,2.99
31.0,30.625,2024,2,2.5
31.0,31.25,2024,2,2.22
31.0,31.875,2024,2,2.55
31.0,32.5,2024,2,2.6
31.0,33.125,2024,2,2.72
31.0,33.75,2024,2,2.47
31.5,25.625,2024,2,3.67
31.5,26.25,2024,2,3.91
31.5,26.875,2024,2,4.31
31.5,27.5,2024,2,4.67
31.5,28.125,2024,2,5.21
31.5,28.75,2024,2,5.47
31.5,29.375,2024,2,5.59
31.5,30.0,2024,2,5.07
31.5,30.625,2024,2,4.33
31.5,31.25,2024,2,4.02
31.5,31.875,2024,2,4.02
31.5,32.5,2024,2,4.06
31.5,33.125,2024,2,3.67
31.5,33.75,2024,2,3.64
23.5,25.625,2024,3,1.95
23.5,26.25,2024,3,1.66
23.5,26.875,2024,3,1.98
23.5,27.5,2024,3,2.42
23.5,28.125,2024,3,2.71
23.5,28.75,2024,3,2.78
23.5,29.375,2024,3,2.87
23.5,30.0,2024,3,2.98
23.5,30.625,2024,3,2.76
23.5,31.25,2024,3,2.6
23.5,31.875,2024,3,2.8
23.5,32.5,2024,3,2.91
23.5,33.125,2024,3,2.67
23.5,33.75,2024,3,2.23
24.0,25.625,2024,3,1.87
24.0,26.25,2024,3,1.64
24.0,26.875,2024,3,1.78
24.0,27.5,2024,3,2.24
24.0,28.125,2024,3,2.6
24.0,28.75,2024,3,2.7
24.0,29.375,2024,3,2.84
24.0,30.0,2024,3,3.06
24.0,30.625,2024,3,2.61
24.0,31.25,2024,3,2.69
24.0,31.875,2024,3,2.7
24.0,32.5,2024,3,2.65
24.0,33.125,2024,3,2.3
24.0,33.75,2024,3,2.05
24.5,25.625,2024,3,2.13
24.5,26.25,2024,3,1.76
24.5,26.875,2024,3,1.71
24.5,27.5,2024,3,2.04
24.5,28.125,2024,3,2.39
24.5,28.75,2024,3,2.59
24.5,29.375,2024,3,2.68
24.5,30.0,2024,3,2.84
24.5,30.625,2024,3,2.55
24.5,31.25,2024,3,2.8
24.5,31.875,2024,3,2.68
24.5,32.5,2024,3,2.51
24.5,33.125,2024,3,2.12
24.5,33.75,2024,3,2.4
25.0,25.625,2024,3,2.13
25.0,26.25,2024,3,1.79
25.0,26.875,2024,3,1.63
25.0,27.5,2024,3,1.85
25.0,28.125,2024,3,2.14
25.0,28.75,2024,3,2.15
25.0,29.375,2024,3,2.42
25.0,30.0,2024,3,3.19
25.0,30.625,2024,3,2.88
25.0,31.25,2024,3,3.0
25.0,31.875,2024,3,2.69
25.0,32.5,2024,3,2.44
25.0,33.125,2024,3,2.2
25.0,33.75,2024,3,2.95
25.5,25.625,2024,3,2.03
25.5,26.25,2024,3,1.78
25.5,26.875,2024,3,1.63
25.5,27.5,2024,3,1.71
25.5,28.125,2024,3,1.93
25.5,28.75,2024,3,2.1
25.5,29.375,2024,3,2.7
25.5,30.0,2024,3,3.4
25.5,30.625,2024,3,3.18
25.5,31.25,2024,3,2.9
25.5,31.875,2024,3,2.39
25.5,32.5,2024,3,2.08
25.5,33.125,2024,3,2.03
25.5,33.75,2024,3,3.1
26.0,25.625,2024,3,1.89
26.0,26.25,2024,3,1.72
26.0,26.875,2024,3,1.63
26.0,27.5,2024,3,1.64
26.0,28.125,2024,3,2.03
26.0,28.75,2024,3,2.12
26.0,29.375,2024,3,2.41
26.0,30.0,2024,3,2.86
26.0,30.625,2024,3,3.02
26.0,31.25,2024,3,2.58
26.0,31.875,2024,3,2.09
26.0,32.5,2024,3,1.86
26.0,33.125,2024,3,2.26
26.0,33.75,2024,3,2.99
26.5,25.625,2024,3,1.74
26.5,26.25,2024,3,1.65
26.5,26.875,2024,3,1.57
26.5,27.5,2024,3,1.65
26.5,28.125,2024,3,1.77
26.5,28.75,2024,3,1.95
26.5,29.375,2024,3,2.46
26.5,30.0,2024,3,2.74
26.5,30.625,2024,3,2.86
26.5,31.25,2024,3,2.36
26.5,31.875,2024,3,2.32
26.5,32.5,2024,3,2.32
26.5,33.125,2024,3,2.78
26.5,33.75,2024,3,3.11
27.0,25.625,2024,3,1.61
27.0,26.25,2024,3,1.5
27.0,26.875,2024,3,1.44
27.0,27.5,2024,3,1.64
27.0,28.125,2024,3,1.7
27.0,28.75,2024,3,2.23
27.0,29.375,2024,3,2.44
27.0,30.0,2024,3,2.47
27.0,30.625,2024,3,2.64
27.0,31.25,2024,3,2.41
27.0,31.875,2024,3,2.64
27.0,32.5,2024,3,2.52
27.0,33.125,2024,3,2.98
27.0,33.75,2024,3,3.5
27.5,25.625,2024,3,1.51
27.5,26.25,2024,3,1.37
27.5,26.875,2024,3,1.41
27.5,27.5,2024,3,1.63
27.5,28.125,2024,3,1.92
27.5,28.75,2024,3,2.3
27.5,29.375,2024,3,2.33
27.5,30.0,2024,3,2.29
27.5,30.625,2024,3,2.62
27.5,31.25,2024,3,2.74
27.5,31.875,2024,3,2.7
27.5,32.5,2024,3,2.92
27.5,33.125,2024,3,3.12
27.5,33.75,2024,3,3.83
28.0,25.625,2024,3,1.48
28.0,26.25,2024,3,1.47
28.0,26.875,2024,3,1.47
28.0,27.5,2024,3,1.57
28.0,28.125,2024,3,1.82
28.0,28.75,2024,3,2.01
28.0,29.375,2024,3,2.21
28.0,30.0,2024,3,2.43
28.0,30.625,2024,3,2.7
28.0,31.25,2024,3,2.68
28.0,31.875,2024,3,2.82
28.0,32.5,2024,3,3.4
28.0,33.125,2024,3,4.03
28.0,33.75,2024,3,2.66
28.5,25.625,2024,3,1.49
28.5,26.25,2024,3,1.5
28.5,26.875,2024,3,1.37
28.5,27.5,2024,3,1.37
28.5,28.125,2024,3,1.58
28.5,28.75,2024,3,1.85
28.5,29.375,2024,3,2.18
28.5,30.0,2024,3,2.44
28.5,30.625,2024,3,2.54
28.5,31.25,2024,3,2.62
28.5,31.875,2024,3,2.57
28.5,32.5,2024,3,3.41
28.5,33.125,2024,3,4.84
28.5,33.75,2024,3,2.45
29.0,25.625,2024,3,1.59
29.0,26.25,2024,3,1.65
29.0,26.875,2024,3,1.44
29.0,27.5,2024,3,1.29
29.0,28.125,2024,3,1.46
29.0,28.75,2024,3,1.72
29.0,29.375,2024,3,2.13
29.0,30.0,2024,3,2.19
29.0,30.625,2024,3,2.21
29.0,31.25,2024,3,2.33
29.0,31.875,2024,3,2.32
29.0,32.5,2024,3,3.66
29.0,33.125,2024,3,4.26
29.0,33.75,2024,3,2.33
29.5,25.625,2024,3,1.81
29.5,26.25,2024,3,1.92
29.5,26.875,2024,3,1.77
29.5,27.5,2024,3,1.5
29.5,28.125,2024,3,1.46
29.5,28.75,2024,3,1.56
29.5,29.375,2024,3,1.82
29.5,30.0,2024,3,1.97
29.5,30.625,2024,3,2.14
29.5,31.25,2024,3,2.11
29.5,31.875,2024,3,1.99
29.5,32.5,2024,3,3.24
29.5,33.125,2024,3,3.45
29.5,33.75,2024,3,2.22
30.0,25.625,2024,3,1.82
30.0,26.25,2024,3,1.97
30.0,26.875,2024,3,1.92
30.0,27.5,2024,3,1.86
30.0,28.125,2024,3,1.61
30.0,28.75,2024,3,1.55
30.0,29.375,2024,3,1.62
30.0,30.0,2024,3,1.65
30.0,30.625,2024,3,1.63
30.0,31.25,2024,3,1.51
30.0,31.875,2024,3,1.4
30.0,32.5,2024,3,1.97
30.0,33.125,2024,3,2.04
30.0,33.75,2024,3,1.58
30.5,25.625,2024,3,1.85
30.5,26.25,2024,3,1.87
30.5,26.875,2024,3,1.88
30.5,27.5,2024,3,1.99
30.5,28.125,2024,3,1.84
30.5,28.75,2024,3,1.84
30.5,29.375,2024,3,1.84
30.5,30.0,2024,3,1.71
30.5,30.625,2024,3,1.5
30.5,31.25,2024,3,1.35
30.5,31.875,2024,3,1.24
30.5,32.5,2024,3,1.4
30.5,33.125,2024,3,1.42
30.5,33.75,2024,3,1.2
31.0,25.625,2024,3,2.06
31.0,26.25,2024,3,2.0
31.0,26.875,2024,3,1.99
31.0,27.5,2024,3,2.47
31.0,28.125,2024,3,2.56
31.0,28.75,2024,3,3.03
31.0,29.375,2024,3,3.27
31.0,30.0,2024,3,2.25
31.0,30.625,2024,3,1.74
31.0,31.25,2024,3,1.46
31.0,31.875,2024,3,1.67
31.0,32.5,2024,3,1.79
31.0,33.125,2024,3,1.92
31.0,33.75,2024,3,1.52
31.5,25.625,2024,3,3.1
31.5,26.25,2024,3,3.32
31.5,26.875,2024,3,3.69
31.5,27.5,2024,3,4.02
31.5,28.125,2024,3,4.39
31.5,28.75,2024,3,4.41
31.5,29.375,2024,3,4.39
31.5,30.0,2024,3,3.89
31.5,30.625,2024,3,3.21
31.5,31.25,2024,3,3.04
31.5,31.875,2024,3,3.17
31.5,32.5,2024,3,3.36
31.5,33.125,2024,3,3.05
31.5,33.75,2024,3,2.54
23.5,25.625,2024,4,2.78
23.5,26.25,2024,4,2.62
23.5,26.875,2024,4,3.1
23.5,27.5,2024,4,3.49
23.5,28.125,2024,4,3.73
23.5,28.75,2024,4,3.76
23.5,29.375,2024,4,3.84
23.5,30.0,2024,4,3.84
23.5,30.625,2024,4,3.6
23.5,31.25,2024,4,3.34
23.5,31.875,2024,4,3.22
23.5,32.5,2024,4,2.92
23.5,33.125,2024,4,2.57
23.5,33.75,2024,4,2.15
24.0,25.625,2024,4,2.53
24.0,26.25,2024,4,2.18
24.0,26.875,2024,4,2.82
24.0,27.5,2024,4,3.39
24.0,28.125,2024,4,3.72
24.0,28.75,2024,4,3.76
24.0,29.375,2024,4,3.94
24.0,30.0,2024,4,4.0
24.0,30.625,2024,4,3.43
24.0,31.25,2024,4,3.33
24.0,31.875,2024,4,3.13
24.0,32.5,2024,4,2.61
24.0,33.125,2024,4,2.18
24.0,33.75,2024,4,2.19
24.5,25.625,2024,4,2.05
24.5,26.25,2024,4,2.02
24.5,26.875,2024,4,2.62
24.5,27.5,2024,4,3.2
24.5,28.125,2024,4,3.56
24.5,28.75,2024,4,3.77
24.5,29.375,2024,4,3.94
24.5,30.0,2024,4,3.78
24.5,30.625,2024,4,3.24
24.5,31.25,2024,4,3.35
24.5,31.875,2024,4,3.07
24.5,32.5,2024,4,2.7
24.5,33.125,2024,4,2.15
24.5,33.75,2024,4,2.26
25.0,25.625,2024,4,1.86
25.0,26.25,2024,4,1.93
25.0,26.875,2024,4,2.4
25.0,27.5,2024,4,2.95
25.0,28.125,2024,4,3.31
25.0,28.75,2024,4,3.31
25.0,29.375,2024,4,3.53
25.0,30.0,2024,4,3.85
25.0,30.625,2024,4,3.42
25.0,31.25,2024,4,3.47
25.0,31.875,2024,4,3.23
25.0,32.5,2024,4,3.06
25.0,33.125,2024,4,2.23
25.0,33.75,2024,4,2.21
25.5,25.625,2024,4,1.62
25.5,26.25,2024,4,1.85
25.5,26.875,2024,4,2.3
25.5,27.5,2024,4,2.78
25.5,28.125,2024,4,3.02
25.5,28.75,2024,4,3.09
25.5,29.375,2024,4,3.52
25.5,30.0,2024,4,4.18
25.5,30.625,2024,4,3.8
25.5,31.25,2024,4,3.39
25.5,31.875,2024,4,3.01
25.5,32.5,2024,4,2.61
25.5,33.125,2024,4,1.98
25.5,33.75,2024,4,2.07
26.0,25.625,2024,4,1.56
26.0,26.25,2024,4,1.88
26.0,26.875,2024,4,2.35
26.0,27.5,2024,4,2.69
26.0,28.125,2024,4,3.02
26.0,28.75,2024,4,2.91
26.0,29.375,2024,4,3.02
26.0,30.0,2024,4,3.52
26.0,30.625,2024,4,3.66
26.0,31.25,2024,4,3.16
26.0,31.875,2024,4,2.67
26.0,32.5,2024,4,2.22
26.0,33.125,2024,4,2.0
26.0,33.75,2024,4,1.71
