-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PRECTOTCORR
26.5,28.125,2022,1,0.13
26.5,28.75,2022,1,0.09
26.5,29.375,2022,1,0.14
26.5,30.0,2022,1,0.38
26.5,30.625,2022,1,0.36
26.5,31.25,2022,1,0.29
26.5,31.875,2022,1,0.26
26.5,32.5,2022,1,0.64
26.5,33.125,2022,1,0.73
26.5,33.75,2022,1,1.22
27.0,25.625,2022,1,1.1
27.0,26.25,2022,1,1.1
27.0,26.875,2022,1,0.87
27.0,27.5,2022,1,0.68
27.0,28.125,2022,1,0.32
27.0,28.75,2022,1,0.44
27.0,29.375,2022,1,0.75
27.0,30.0,2022,1,1.64
27.0,30.625,2022,1,2.3
27.0,31.25,2022,1,1.09
27.0,31.875,2022,1,1.4
27.0,32.5,2022,1,1.41
27.0,33.125,2022,1,1.48
27.0,33.75,2022,1,3.0
27.5,25.625,2022,1,1.64
27.5,26.25,2022,1,1.7
27.5,26.875,2022,1,1.4
27.5,27.5,2022,1,1.09
27.5,28.125,2022,1,0.78
27.5,28.75,2022,1,1.41
27.5,29.375,2022,1,2.66
27.5,30.0,2022,1,6.85
27.5,30.625,2022,1,6.28
27.5,31.25,2022,1,3.65
27.5,31.875,2022,1,2.7
27.5,32.5,2022,1,1.64
27.5,33.125,2022,1,1.86
27.5,33.75,2022,1,4.7
28.0,25.625,2022,1,1.45
28.0,26.25,2022,1,1.17
28.0,26.875,2022,1,1.04
28.0,27.5,2022,1,0.87
28.0,28.125,2022,1,1.06
28.0,28.75,2022,1,1.96
28.0,29.375,2022,1,2.84
28.0,30.0,2022,1,4.84
28.0,30.625,2022,1,4.34
28.0,31.25,2022,1,2.85
28.0,31.875,2022,1,1.83
28.0,32.5,2022,1,1.97
28.0,33.125,2022,1,1.75
28.0,33.75,2022,1,5.13
28.5,25.625,2022,1,0.71
28.5,26.25,2022,1,0.64
28.5,26.875,2022,1,0.61
28.5,27.5,2022,1,0.75
28.5,28.125,2022,1,1.59
28.5,28.75,2022,1,1.52
28.5,29.375,2022,1,2.0
28.5,30.0,2022,1,2.54
28.5,30.625,2022,1,1.68
28.5,31.25,2022,1,1.58
28.5,31.875,2022,1,1.36
28.5,32.5,2022,1,2.39
28.5,33.125,2022,1,2.47
28.5,33.75,2022,1,7.45
29.0,25.625,2022,1,1.33
29.0,26.25,2022,1,0.4
29.0,26.875,2022,1,0.68
29.0,27.5,2022,1,0.76
29.0,28.125,2022,1,1.87
29.0,28.75,2022,1,1.7
29.0,29.375,2022,1,1.58
29.0,30.0,2022,1,1.73
29.0,30.625,2022,1,1.64
29.0,31.25,2022,1,1.04
29.0,31.875,2022,1,0.95
29.0,32.5,2022,1,3.74
29.0,33.125,2022,1,5.54
29.0,33.75,2022,1,9.92
29.5,25.625,2022,1,1.2
29.5,26.25,2022,1,0.24
29.5,26.875,2022,1,0.26
29.5,27.5,2022,1,0.49
29.5,28.125,2022,1,0.98
29.5,28.75,2022,1,1.08
29.5,29.375,2022,1,0.99
29.5,30.0,2022,1,1.43
29.5,30.625,2022,1,1.19
29.5,31.25,2022,1,0.78
29.5,31.875,2022,1,0.81
29.5,32.5,2022,1,5.61
29.5,33.125,2022,1,10.71
29.5,33.75,2022,1,9.51
30.0,25.625,2022,1,1.91
30.0,26.25,2022,1,0.4
30.0,26.875,2022,1,0.2
30.0,27.5,2022,1,0.15
30.0,28.125,2022,1,0.4
30.0,28.75,2022,1,0.43
30.0,29.375,2022,1,0.48
30.0,30.0,2022,1,0.48
30.0,30.625,2022,1,0.5
30.0,31.25,2022,1,0.51
30.0,31.875,2022,1,0.64
30.0,32.5,2022,1,4.36
30.0,33.125,2022,1,3.83
30.0,33.75,2022,1,10.0
30.5,25.625,2022,1,3.52
30.5,26.25,2022,1,1.36
30.5,26.875,2022,1,0.74
30.5,27.5,2022,1,0.71
30.5,28.125,2022,1,0.25
30.5,28.75,2022,1,0.16
30.5,29.375,2022,1,0.15
30.5,30.0,2022,1,0.15
30.5,30.625,2022,1,0.12
30.5,31.25,2022,1,0.36
30.5,31.875,2022,1,0.46
30.5,32.5,2022,1,2.52
30.5,33.125,2022,1,3.9
30.5,33.75,2022,1,7.95
31.0,25.625,2022,1,6.85
31.0,26.25,2022,1,3.89
31.0,26.875,2022,1,2.44
31.0,27.5,2022,1,2.01
31.0,28.125,2022,1,0.4
31.0,28.75,2022,1,0.14
31.0,29.375,2022,1,0.13
31.0,30.0,2022,1,0.08
31.0,30.625,2022,1,0.12
31.0,31.25,2022,1,0.26
31.0,31.875,2022,1,0.32
31.0,32.5,2022,1,2.7
31.0,33.125,2022,1,4.42
31.0,33.75,2022,1,13.71
31.5,25.625,2022,1,20.3
31.5,26.25,2022,1,7.35
31.5,26.875,2022,1,3.26
31.5,27.5,2022,1,3.13
31.5,28.125,2022,1,0.8
31.5,28.75,2022,1,0.14
31.5,29.375,2022,1,0.13
31.5,30.0,2022,1,0.08
31.5,30.625,2022,1,0.1
31.5,31.25,2022,1,0.2
31.5,31.875,2022,1,0.44
31.5,32.5,2022,1,2.36
31.5,33.125,2022,1,4.31
31.5,33.75,2022,1,14.13
23.0,25.625,2022,2,0.12
23.0,26.25,2022,2,0.04
23.0,26.875,2022,2,0.01
23.0,27.5,2022,2,0.01
23.0,28.125,2022,2,0.02
23.0,28.75,2022,2,0.03
23.0,29.375,2022,2,0.02
23.0,30.0,2022,2,0.01
23.0,30.625,2022,2,0.0
23.0,31.25,2022,2,0.0
23.0,31.875,2022,2,0.0
23.0,32.5,2022,2,0.0
23.0,33.125,2022,2,0.0
23.0,33.75,2022,2,0.0
23.5,25.625,2022,2,0.1
23.5,26.25,2022,2,0.07
23.5,26.875,2022,2,0.02
23.5,27.5,2022,2,0.01
23.5,28.125,2022,2,0.0
23.5,28.75,2022,2,0.01
23.5,29.375,2022,2,0.0
23.5,30.0,2022,2,0.01
23.5,30.625,2022,2,0.01
23.5,31.25,2022,2,0.01
23.5,31.875,2022,2,0.01
23.5,32.5,2022,2,0.01
23.5,33.125,2022,2,0.0
23.5,33.75,2022,2,0.0
24.0,25.625,2022,2,0.15
24.0,26.25,2022,2,0.1
24.0,26.875,2022,2,0.03
24.0,27.5,2022,2,0.02
24.0,28.125,2022,2,0.0
24.0,28.75,2022,2,0.0
24.0,29.375,2022,2,0.01
24.0,30.0,2022,2,0.02
24.0,30.625,2022,2,0.03
24.0,31.25,2022,2,0.04
24.0,31.875,2022,2,0.05
24.0,32.5,2022,2,0.02
24.0,33.125,2022,2,0.01
24.0,33.75,2022,2,0.01
24.5,25.625,2022,2,0.27
24.5,26.25,2022,2,0.14
24.5,26.875,2022,2,0.08
24.5,27.5,2022,2,0.05
24.5,28.125,2022,2,0.01
24.5,28.75,2022,2,0.0
24.5,29.375,2022,2,0.01
24.5,30.0,2022,2,0.04
24.5,30.625,2022,2,0.05
24.5,31.25,2022,2,0.09
24.5,31.875,2022,2,0.1
24.5,32.5,2022,2,0.04
24.5,33.125,2022,2,0.03
24.5,33.75,2022,2,0.02
25.0,25.625,2022,2,0.59
25.0,26.25,2022,2,0.42
25.0,26.875,2022,2,0.21
25.0,27.5,2022,2,0.21
25.0,28.125,2022,2,0.02
25.0,28.75,2022,2,0.0
25.0,29.375,2022,2,0.01
25.0,30.0,2022,2,0.04
25.0,30.625,2022,2,0.04
25.0,31.25,2022,2,0.07
25.0,31.875,2022,2,0.06
25.0,32.5,2022,2,0.08
25.0,33.125,2022,2,0.09
25.0,33.75,2022,2,0.07
25.5,25.625,2022,2,0.83
25.5,26.25,2022,2,0.62
25.5,26.875,2022,2,0.38
25.5,27.5,2022,2,0.27
25.5,28.125,2022,2,0.02
25.5,28.75,2022,2,0.0
25.5,29.375,2022,2,0.01
25.5,30.0,2022,2,0.02
25.5,30.625,2022,2,0.03
25.5,31.25,2022,2,0.03
25.5,31.875,2022,2,0.04
25.5,32.5,2022,2,0.1
25.5,33.125,2022,2,0.15
25.5,33.75,2022,2,0.08
26.0,25.625,2022,2,1.0
26.0,26.25,2022,2,0.68
26.0,26.875,2022,2,0.22
26.0,27.5,2022,2,0.26
26.0,28.125,2022,2,0.02
26.0,28.75,2022,2,0.0
26.0,29.375,2022,2,0.01
26.0,30.0,2022,2,0.03
26.0,30.625,2022,2,0.03
26.0,31.25,2022,2,0.04
26.0,31.875,2022,2,0.04
26.0,32.5,2022,2,0.07
26.0,33.125,2022,2,0.1
26.0,33.75,2022,2,0.12
26.5,25.625,2022,2,0.84
26.5,26.25,2022,2,0.74
26.5,26.875,2022,2,0.32
26.5,27.5,2022,2,0.27
26.5,28.125,2022,2,0.02
26.5,28.75,2022,2,0.0
26.5,29.375,2022,2,0.01
26.5,30.0,2022,2,0.03
26.5,30.625,2022,2,0.03
26.5,31.25,2022,2,0.04
26.5,31.875,2022,2,0.04
26.5,32.5,2022,2,0.06
26.5,33.125,2022,2,0.05
26.5,33.75,2022,2,0.69
27.0,25.625,2022,2,1.18
27.0,26.25,2022,2,1.04
27.0,26.875,2022,2,0.76
27.0,27.5,2022,2,0.58
27.0,28.125,2022,2,0.11
27.0,28.75,2022,2,0.01
27.0,29.375,2022,2,0.02
27.0,30.0,2022,2,0.05
27.0,30.625,2022,2,0.06
27.0,31.25,2022,2,0.07
27.0,31.875,2022,2,0.09
27.0,32.5,2022,2,0.11
27.0,33.125,2022,2,0.12
27.0,33.75,2022,2,1.47
27.5,25.625,2022,2,2.72
27.5,26.25,2022,2,3.68
27.5,26.875,2022,2,2.69
27.5,27.5,2022,2,1.48
27.5,28.125,2022,2,0.57
27.5,28.75,2022,2,0.08
27.5,29.375,2022,2,0.1
27.5,30.0,2022,2,0.18
27.5,30.625,2022,2,0.15
27.5,31.25,2022,2,0.28
27.5,31.875,2022,2,0.28
27.5,32.5,2022,2,0.25
27.5,33.125,2022,2,0.22
27.5,33.75,2022,2,1.53
28.0,25.625,2022,2,5.45
28.0,26.25,2022,2,6.15
28.0,26.875,2022,2,5.92
28.0,27.5,2022,2,5.38
28.0,28.125,2022,2,1.52
28.0,28.75,2022,2,0.13
28.0,29.375,2022,2,0.23
28.0,30.0,2022,2,0.14
28.0,30.625,2022,2,0.17
28.0,31.25,2022,2,0.41
28.0,31.875,2022,2,0.56
28.0,32.5,2022,2,0.45
28.0,33.125,2022,2,0.32
28.0,33.75,2022,2,1.04
28.5,25.625,2022,2,5.22
28.5,26.25,2022,2,6.36
28.5,26.875,2022,2,7.77
28.5,27.5,2022,2,6.13
28.5,28.125,2022,2,2.27
28.5,28.75,2022,2,0.4
28.5,29.375,2022,2,0.33
28.5,30.0,2022,2,0.08
28.5,30.625,2022,2,0.09
28.5,31.25,2022,2,0.33
28.5,31.875,2022,2,0.34
28.5,32.5,2022,2,0.56
28.5,33.125,2022,2,0.53
28.5,33.75,2022,2,1.01
29.0,25.625,2022,2,2.47
29.0,26.25,2022,2,5.8
29.0,26.875,2022,2,6.12
29.0,27.5,2022,2,5.97
29.0,28.125,2022,2,2.9
29.0,28.75,2022,2,0.95
29.0,29.375,2022,2,0.5
29.0,30.0,2022,2,0.1
29.0,30.625,2022,2,0.1
29.0,31.25,2022,2,0.2
29.0,31.875,2022,2,0.3
29.0,32.5,2022,2,0.6
29.0,33.125,2022,2,0.91
29.0,33.75,2022,2,1.94
29.5,25.625,2022,2,1.96
29.5,26.25,2022,2,5.74
29.5,26.875,2022,2,6.78
29.5,27.5,2022,2,5.93
29.5,28.125,2022,2,3.96
29.5,28.75,2022,2,2.05
29.5,29.375,2022,2,1.46
29.5,30.0,2022,2,0.32
29.5,30.625,2022,2,0.26
29.5,31.25,2022,2,0.36
29.5,31.875,2022,2,0.38
29.5,32.5,2022,2,1.28
29.5,33.125,2022,2,2.14
29.5,33.75,2022,2,2.73
30.0,25.625,2022,2,1.93
30.0,26.25,2022,2,7.58
30.0,26.875,2022,2,7.64
30.0,27.5,2022,2,5.71
30.0,28.125,2022,2,6.05
30.0,28.75,2022,2,1.92
30.0,29.375,2022,2,2.68
30.0,30.0,2022,2,0.57
30.0,30.625,2022,2,0.5
30.0,31.25,2022,2,0.33
30.0,31.875,2022,2,0.42
30.0,32.5,2022,2,1.39
30.0,33.125,2022,2,1.11
30.0,33.75,2022,2,2.31
30.5,25.625,2022,2,3.81
30.5,26.25,2022,2,8.32
30.5,26.875,2022,2,9.48
30.5,27.5,2022,2,8.92
30.5,28.125,2022,2,10.19
30.5,28.75,2022,2,5.23
30.5,29.375,2022,2,4.4
30.5,30.0,2022,2,1.29
30.5,30.625,2022,2,0.71
30.5,31.25,2022,2,0.61
30.5,31.875,2022,2,0.53
30.5,32.5,2022,2,1.5
30.5,33.125,2022,2,1.97
30.5,33.75,2022,2,1.95
31.0,25.625,2022,2,7.44
31.0,26.25,2022,2,10.39
31.0,26.875,2022,2,13.51
31.0,27.5,2022,2,15.22
31.0,28.125,2022,2,12.7
31.0,28.75,2022,2,8.83
31.0,29.375,2022,2,7.67
31.0,30.0,2022,2,3.1
31.0,30.625,2022,2,2.58
31.0,31.25,2022,2,1.38
31.0,31.875,2022,2,1.48
31.0,32.5,2022,2,2.15
31.0,33.125,2022,2,2.57
31.0,33.75,2022,2,1.82
31.5,25.625,2022,2,2.55
31.5,26.25,2022,2,10.84
31.5,26.875,2022,2,18.41
31.5,27.5,2022,2,17.54
31.5,28.125,2022,2,12.69
31.5,28.75,2022,2,9.35
31.5,29.375,2022,2,8.74
31.5,30.0,2022,2,6.17
31.5,30.625,2022,2,4.76
31.5,31.25,2022,2,2.63
31.5,31.875,2022,2,2.66
31.5,32.5,2022,2,3.37
31.5,33.125,2022,2,3.38
31.5,33.75,2022,2,2.2
23.0,25.625,2022,3,0.01
23.0,26.25,2022,3,0.02
23.0,26.875,2022,3,0.05
23.0,27.5,2022,3,0.06
23.0,28.125,2022,3,0.07
23.0,28.75,2022,3,0.01
23.0,29.375,2022,3,0.0
23.0,30.0,2022,3,0.0
23.0,30.625,2022,3,0.0
23.0,31.25,2022,3,0.0
23.0,31.875,2022,3,0.0
23.0,32.5,2022,3,0.0
23.0,33.125,2022,3,0.0
23.0,33.75,2022,3,0.0
23.5,25.625,2022,3,0.01
23.5,26.25,2022,3,0.04
23.5,26.875,2022,3,0.08
23.5,27.5,2022,3,0.07
23.5,28.125,2022,3,0.07
23.5,28.75,2022,3,0.01
23.5,29.375,2022,3,0.01
23.5,30.0,2022,3,0.0
23.5,30.625,2022,3,0.0
23.5,31.25,2022,3,0.0
23.5,31.875,2022,3,0.0
23.5,32.5,2022,3,0.0
23.5,33.125,2022,3,0.0
23.5,33.75,2022,3,0.0
24.0,25.625,2022,3,0.02
24.0,26.25,2022,3,0.06
24.0,26.875,2022,3,0.09
24.0,27.5,2022,3,0.1
24.0,28.125,2022,3,0.1
24.0,28.75,2022,3,0.02
24.0,29.375,2022,3,0.01
24.0,30.0,2022,3,0.0
24.0,30.625,2022,3,0.0
24.0,31.25,2022,3,0.0
24.0,31.875,2022,3,0.0
24.0,32.5,2022,3,0.0
24.0,33.125,2022,3,0.0
24.0,33.75,2022,3,0.0
24.5,25.625,2022,3,0.02
24.5,26.25,2022,3,0.05
24.5,26.875,2022,3,0.12
24.5,27.5,2022,3,0.18
24.5,28.125,2022,3,0.14
24.5,28.75,2022,3,0.06
24.5,29.375,2022,3,0.03
24.5,30.0,2022,3,0.0
24.5,30.625,2022,3,0.0
24.5,31.25,2022,3,0.0
24.5,31.875,2022,3,0.0
24.5,32.5,2022,3,0.0
24.5,33.125,2022,3,0.0
24.5,33.75,2022,3,0.0
25.0,25.625,2022,3,0.02
25.0,26.25,2022,3,0.08
25.0,26.875,2022,3,0.13
25.0,27.5,2022,3,0.16
25.0,28.125,2022,3,0.12
25.0,28.75,2022,3,0.06
25.0,29.375,2022,3,0.02
25.0,30.0,2022,3,0.0
25.0,30.625,2022,3,0.0
25.0,31.25,2022,3,0.0
25.0,31.875,2022,3,0.0
25.0,32.5,2022,3,0.0
25.0,33.125,2022,3,0.0
25.0,33.75,2022,3,0.01
25.5,25.625,2022,3,0.03
25.5,26.25,2022,3,0.07
25.5,26.875,2022,3,0.13
25.5,27.5,2022,3,0.12
25.5,28.125,2022,3,0.04
25.5,28.75,2022,3,0.01
25.5,29.375,2022,3,0.01
25.5,30.0,2022,3,0.0
25.5,30.625,2022,3,0.0
25.5,31.25,2022,3,0.0
25.5,31.875,2022,3,0.0
25.5,32.5,2022,3,0.0
25.5,33.125,2022,3,0.0
25.5,33.75,2022,3,0.13
26.0,25.625,2022,3,0.01
26.0,26.25,2022,3,0.05
26.0,26.875,2022,3,0.07
26.0,27.5,2022,3,0.07
26.0,28.125,2022,3,0.02
26.0,28.75,2022,3,0.0
26.0,29.375,2022,3,0.01
26.0,30.0,2022,3,0.02
26.0,30.625,2022,3,0.01
26.0,31.25,2022,3,0.0
26.0,31.875,2022,3,0.0
26.0,32.5,2022,3,0.0
26.0,33.125,2022,3,0.0
26.0,33.75,2022,3,0.36
26.5,25.625,2022,3,0.0
26.5,26.25,2022,3,0.03
26.5,26.875,2022,3,0.05
26.5,27.5,2022,3,0.05
26.5,28.125,2022,3,0.01
26.5,28.75,2022,3,0.01
26.5,29.375,2022,3,0.01
26.5,30.0,2022,3,0.03
26.5,30.625,2022,3,0.03
26.5,31.25,2022,3,0.01
26.5,31.875,2022,3,0.0
26.5,32.5,2022,3,0.01
26.5,33.125,2022,3,0.01
26.5,33.75,2022,3,0.93
27.0,25.625,2022,3,0.0
27.0,26.25,2022,3,0.03
27.0,26.875,2022,3,0.08
27.0,27.5,2022,3,0.06
27.0,28.125,2022,3,0.03
27.0,28.75,2022,3,0.02
27.0,29.375,2022,3,0.03
27.0,30.0,2022,3,0.08
27.0,30.625,2022,3,0.1
27.0,31.25,2022,3,0.02
27.0,31.875,2022,3,0.0
27.0,32.5,2022,3,0.02
27.0,33.125,2022,3,0.03
27.0,33.75,2022,3,0.62
27.5,25.625,2022,3,0.0
27.5,26.25,2022,3,0.05
27.5,26.875,2022,3,0.16
27.5,27.5,2022,3,0.17
27.5,28.125,2022,3,0.11
27.5,28.75,2022,3,0.1
27.5,29.375,2022,3,0.14
27.5,30.0,2022,3,0.31
27.5,30.625,2022,3,0.31
27.5,31.25,2022,3,0.08
27.5,31.875,2022,3,0.03
27.5,32.5,2022,3,0.04
27.5,33.125,2022,3,0.04
27.5,33.75,2022,3,0.2
28.0,25.625,2022,3,0.01
28.0,26.25,2022,3,0.08
28.0,26.875,2022,3,0.25
28.0,27.5,2022,3,0.26
28.0,28.125,2022,3,0.21
28.0,28.75,2022,3,0.14
28.0,29.375,2022,3,0.21
28.0,30.0,2022,3,0.5
28.0,30.625,2022,3,0.47
28.0,31.25,2022,3,0.19
28.0,31.875,2022,3,0.09
28.0,32.5,2022,3,0.1
28.0,33.125,2022,3,0.11
28.0,33.75,2022,3,0.06
28.5,25.625,2022,3,0.03
28.5,26.25,2022,3,0.18
28.5,26.875,2022,3,0.39
28.5,27.5,2022,3,0.39
28.5,28.125,2022,3,0.25
28.5,28.75,2022,3,0.14
28.5,29.375,2022,3,0.18
28.5,30.0,2022,3,0.41
28.5,30.625,2022,3,0.46
28.5,31.25,2022,3,0.26
28.5,31.875,2022,3,0.19
28.5,32.5,2022,3,0.18
28.5,33.125,2022,3,0.13
28.5,33.75,2022,3,0.12
29.0,25.625,2022,3,0.13
29.0,26.25,2022,3,0.25
29.0,26.875,2022,3,0.39
29.0,27.5,2022,3,0.37
29.0,28.125,2022,3,0.25
29.0,28.75,2022,3,0.19
29.0,29.375,2022,3,0.18
29.0,30.0,2022,3,0.32
29.0,30.625,2022,3,0.35
29.0,31.25,2022,3,0.32
29.0,31.875,2022,3,0.31
29.0,32.5,2022,3,0.32
29.0,33.125,2022,3,0.29
29.0,33.75,2022,3,0.43
29.5,25.625,2022,3,0.22
29.5,26.25,2022,3,0.22
29.5,26.875,2022,3,0.26
29.5,27.5,2022,3,0.27
29.5,28.125,2022,3,0.2
29.5,28.75,2022,3,0.22
29.5,29.375,2022,3,0.26
29.5,30.0,2022,3,0.49
29.5,30.625,2022,3,0.44
29.5,31.25,2022,3,0.48
29.5,31.875,2022,3,0.48
29.5,32.5,2022,3,0.54
29.5,33.125,2022,3,0.7
29.5,33.75,2022,3,0.89
30.0,25.625,2022,3,0.25
30.0,26.25,2022,3,0.22
30.0,26.875,2022,3,0.11
30.0,27.5,2022,3,0.04
30.0,28.125,2022,3,0.11
30.0,28.75,2022,3,0.21
30.0,29.375,2022,3,0.24
30.0,30.0,2022,3,0.46
30.0,30.625,2022,3,0.41
30.0,31.25,2022,3,0.4
30.0,31.875,2022,3,0.4
30.0,32.5,2022,3,0.59
30.0,33.125,2022,3,0.41
30.0,33.75,2022,3,1.13
30.5,25.625,2022,3,0.24
30.5,26.25,2022,3,0.2
30.5,26.875,2022,3,0.1
30.5,27.5,2022,3,0.09
30.5,28.125,2022,3,0.09
30.5,28.75,2022,3,0.12
30.5,29.375,2022,3,0.13
30.5,30.0,2022,3,0.16
30.5,30.625,2022,3,0.17
30.5,31.25,2022,3,0.24
30.5,31.875,2022,3,0.23
30.5,32.5,2022,3,0.51
30.5,33.125,2022,3,0.71
30.5,33.75,2022,3,1.59
31.0,25.625,2022,3,0.26
31.0,26.25,2022,3,0.24
31.0,26.875,2022,3,0.22
31.0,27.5,2022,3,0.17
31.0,28.125,2022,3,0.13
31.0,28.75,2022,3,0.1
31.0,29.375,2022,3,0.09
31.0,30.0,2022,3,0.04
31.0,30.625,2022,3,0.04
31.0,31.25,2022,3,0.1
31.0,31.875,2022,3,0.13
31.0,32.5,2022,3,0.58
31.0,33.125,2022,3,0.81
31.0,33.75,2022,3,1.21
31.5,25.625,2022,3,0.15
31.5,26.25,2022,3,0.19
31.5,26.875,2022,3,0.12
31.5,27.5,2022,3,0.11
31.5,28.125,2022,3,0.08
31.5,28.75,2022,3,0.07
31.5,29.375,2022,3,0.06
31.5,30.0,2022,3,0.05
31.5,30.625,2022,3,0.04
31.5,31.25,2022,3,0.2
31.5,31.875,2022,3,0.24
31.5,32.5,2022,3,0.56
31.5,33.125,2022,3,0.54
31.5,33.75,2022,3,0.84
23.0,25.625,2022,4,0.0
23.0,26.25,2022,4,0.0
23.0,26.875,2022,4,0.0
23.0,27.5,2022,4,0.0
23.0,28.125,2022,4,0.0
23.0,28.75,2022,4,0.0
23.0,29.375,2022,4,0.0
23.0,30.0,2022,4,0.02
23.0,30.625,2022,4,0.02
23.0,31.25,2022,4,0.01
23.0,31.875,2022,4,0.0
23.0,32.5,2022,4,0.0
23.0,33.125,2022,4,0.0
23.0,33.75,2022,4,0.0
23.5,25.625,2022,4,0.0
23.5,26.25,2022,4,0.0
23.5,26.875,2022,4,0.0
23.5,27.5,2022,4,0.0
23.5,28.125,2022,4,0.0
23.5,28.75,2022,4,0.0
23.5,29.375,2022,4,0.0
23.5,30.0,2022,4,0.04
23.5,30.625,2022,4,0.03
23.5,31.25,2022,4,0.01
23.5,31.875,2022,4,0.0
23.5,32.5,2022,4,0.0
23.5,33.125,2022,4,0.0
23.5,33.75,2022,4,0.0
24.0,25.625,2022,4,0.0
24.0,26.25,2022,4,0.0
24.0,26.875,2022,4,0.0
24.0,27.5,2022,4,0.0
24.0,28.125,2022,4,0.0
24.0,28.75,2022,4,0.0
24.0,29.375,2022,4,0.0
24.0,30.0,2022,4,0.03
24.0,30.625,2022,4,0.06
24.0,31.25,2022,4,0.01
24.0,31.875,2022,4,0.0
24.0,32.5,2022,4,0.01
24.0,33.125,2022,4,0.0
24.0,33.75,2022,4,0.01
