-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS2M_MIN
25.0,28.75,2023,1,2.73
25.0,29.375,2023,1,2.48
25.0,30.0,2023,1,2.28
25.0,30.625,2023,1,1.35
25.0,31.25,2023,1,1.4
25.0,31.875,2023,1,1.67
25.0,32.5,2023,1,1.33
25.0,33.125,2023,1,1.25
25.0,33.75,2023,1,0.81
25.5,25.625,2023,1,1.5
25.5,26.25,2023,1,1.55
25.5,26.875,2023,1,1.8
25.5,27.5,2023,1,2.37
25.5,28.125,2023,1,2.65
25.5,28.75,2023,1,2.25
25.5,29.375,2023,1,2.3
25.5,30.0,2023,1,2.43
25.5,30.625,2023,1,1.89
25.5,31.25,2023,1,1.54
25.5,31.875,2023,1,1.59
25.5,32.5,2023,1,1.5
25.5,33.125,2023,1,1.0
25.5,33.75,2023,1,0.5
26.0,25.625,2023,1,1.44
26.0,26.25,2023,1,1.57
26.0,26.875,2023,1,1.82
26.0,27.5,2023,1,2.23
26.0,28.125,2023,1,2.49
26.0,28.75,2023,1,2.16
26.0,29.375,2023,1,2.01
26.0,30.0,2023,1,2.19
26.0,30.625,2023,1,1.97
26.0,31.25,2023,1,1.6
26.0,31.875,2023,1,1.38
26.0,32.5,2023,1,1.07
26.0,33.125,2023,1,0.19
26.0,33.75,2023,1,0.67
26.5,25.625,2023,1,1.52
26.5,26.25,2023,1,1.63
26.5,26.875,2023,1,1.79
26.5,27.5,2023,1,2.06
26.5,28.125,2023,1,2.08
26.5,28.75,2023,1,2.01
26.5,29.375,2023,1,2.31
26.5,30.0,2023,1,2.28
26.5,30.625,2023,1,2.0
26.5,31.25,2023,1,1.45
26.5,31.875,2023,1,1.04
26.5,32.5,2023,1,0.29
26.5,33.125,2023,1,0.94
26.5,33.75,2023,1,0.94
27.0,25.625,2023,1,1.46
27.0,26.25,2023,1,1.65
27.0,26.875,2023,1,1.65
27.0,27.5,2023,1,1.88
27.0,28.125,2023,1,1.96
27.0,28.75,2023,1,2.3
27.0,29.375,2023,1,2.35
27.0,30.0,2023,1,2.19
27.0,30.625,2023,1,1.79
27.0,31.25,2023,1,1.24
27.0,31.875,2023,1,1.0
27.0,32.5,2023,1,0.89
27.0,33.125,2023,1,0.64
27.0,33.75,2023,1,0.43
27.5,25.625,2023,1,1.5
27.5,26.25,2023,1,1.65
27.5,26.875,2023,1,1.46
27.5,27.5,2023,1,1.78
27.5,28.125,2023,1,2.28
27.5,28.75,2023,1,2.59
27.5,29.375,2023,1,2.57
27.5,30.0,2023,1,2.23
27.5,30.625,2023,1,1.74
27.5,31.25,2023,1,1.23
27.5,31.875,2023,1,0.14
27.5,32.5,2023,1,0.8
27.5,33.125,2023,1,0.9
27.5,33.75,2023,1,0.5
28.0,25.625,2023,1,1.55
28.0,26.25,2023,1,1.63
28.0,26.875,2023,1,1.39
28.0,27.5,2023,1,1.67
28.0,28.125,2023,1,2.19
28.0,28.75,2023,1,2.54
28.0,29.375,2023,1,2.62
28.0,30.0,2023,1,2.3
28.0,30.625,2023,1,1.89
28.0,31.25,2023,1,1.21
28.0,31.875,2023,1,0.83
28.0,32.5,2023,1,0.76
28.0,33.125,2023,1,1.86
28.0,33.75,2023,1,0.93
28.5,25.625,2023,1,1.43
28.5,26.25,2023,1,1.71
28.5,26.875,2023,1,1.27
28.5,27.5,2023,1,1.38
28.5,28.125,2023,1,1.92
28.5,28.75,2023,1,2.52
28.5,29.375,2023,1,2.61
28.5,30.0,2023,1,2.46
28.5,30.625,2023,1,2.09
28.5,31.25,2023,1,1.15
28.5,31.875,2023,1,0.3
28.5,32.5,2023,1,1.37
28.5,33.125,2023,1,2.03
28.5,33.75,2023,1,0.67
29.0,25.625,2023,1,1.24
29.0,26.25,2023,1,1.4
29.0,26.875,2023,1,1.1
29.0,27.5,2023,1,1.08
29.0,28.125,2023,1,1.69
29.0,28.75,2023,1,2.33
29.0,29.375,2023,1,2.76
29.0,30.0,2023,1,2.7
29.0,30.625,2023,1,2.19
29.0,31.25,2023,1,1.33
29.0,31.875,2023,1,1.36
29.0,32.5,2023,1,1.3
29.0,33.125,2023,1,0.05
29.0,33.75,2023,1,0.57
29.5,25.625,2023,1,1.43
29.5,26.25,2023,1,1.57
29.5,26.875,2023,1,1.42
29.5,27.5,2023,1,1.35
29.5,28.125,2023,1,1.75
29.5,28.75,2023,1,2.12
29.5,29.375,2023,1,2.42
29.5,30.0,2023,1,2.51
29.5,30.625,2023,1,2.34
29.5,31.25,2023,1,1.91
29.5,31.875,2023,1,1.28
29.5,32.5,2023,1,1.54
29.5,33.125,2023,1,0.98
29.5,33.75,2023,1,1.4
30.0,25.625,2023,1,1.42
30.0,26.25,2023,1,1.46
30.0,26.875,2023,1,1.65
30.0,27.5,2023,1,1.71
30.0,28.125,2023,1,1.79
30.0,28.75,2023,1,1.95
30.0,29.375,2023,1,2.08
30.0,30.0,2023,1,1.88
30.0,30.625,2023,1,1.52
30.0,31.25,2023,1,1.37
30.0,31.875,2023,1,1.08
30.0,32.5,2023,1,1.33
30.0,33.125,2023,1,1.54
30.0,33.75,2023,1,1.12
30.5,25.625,2023,1,1.2
30.5,26.25,2023,1,1.36
30.5,26.875,2023,1,1.67
30.5,27.5,2023,1,1.92
30.5,28.125,2023,1,1.96
30.5,28.75,2023,1,2.18
30.5,29.375,2023,1,2.04
30.5,30.0,2023,1,1.49
30.5,30.625,2023,1,1.24
30.5,31.25,2023,1,1.23
30.5,31.875,2023,1,1.16
30.5,32.5,2023,1,1.41
30.5,33.125,2023,1,1.25
30.5,33.75,2023,1,1.53
31.0,25.625,2023,1,1.07
31.0,26.25,2023,1,1.26
31.0,26.875,2023,1,1.52
31.0,27.5,2023,1,2.48
31.0,28.125,2023,1,3.0
31.0,28.75,2023,1,4.1
31.0,29.375,2023,1,4.59
31.0,30.0,2023,1,2.52
31.0,30.625,2023,1,1.52
31.0,31.25,2023,1,1.44
31.0,31.875,2023,1,2.1
31.0,32.5,2023,1,2.0
31.0,33.125,2023,1,2.07
31.0,33.75,2023,1,1.92
31.5,25.625,2023,1,1.28
31.5,26.25,2023,1,2.01
31.5,26.875,2023,1,2.94
31.5,27.5,2023,1,4.33
31.5,28.125,2023,1,5.71
31.5,28.75,2023,1,6.27
31.5,29.375,2023,1,6.31
31.5,30.0,2023,1,5.77
31.5,30.625,2023,1,4.69
31.5,31.25,2023,1,4.61
31.5,31.875,2023,1,4.91
31.5,32.5,2023,1,4.82
31.5,33.125,2023,1,3.94
31.5,33.75,2023,1,3.6
23.0,25.625,2023,2,1.57
23.0,26.25,2023,2,2.05
23.0,26.875,2023,2,2.18
23.0,27.5,2023,2,2.27
23.0,28.125,2023,2,2.33
23.0,28.75,2023,2,2.27
23.0,29.375,2023,2,2.07
23.0,30.0,2023,2,1.9
23.0,30.625,2023,2,1.93
23.0,31.25,2023,2,1.98
23.0,31.875,2023,2,2.22
23.0,32.5,2023,2,1.86
23.0,33.125,2023,2,1.82
23.0,33.75,2023,2,1.91
23.5,25.625,2023,2,2.0
23.5,26.25,2023,2,2.07
23.5,26.875,2023,2,2.34
23.5,27.5,2023,2,2.37
23.5,28.125,2023,2,2.5
23.5,28.75,2023,2,2.43
23.5,29.375,2023,2,2.24
23.5,30.0,2023,2,1.99
23.5,30.625,2023,2,1.79
23.5,31.25,2023,2,2.05
23.5,31.875,2023,2,2.09
23.5,32.5,2023,2,1.74
23.5,33.125,2023,2,1.83
23.5,33.75,2023,2,1.57
24.0,25.625,2023,2,1.58
24.0,26.25,2023,2,1.55
24.0,26.875,2023,2,2.19
24.0,27.5,2023,2,2.44
24.0,28.125,2023,2,2.58
24.0,28.75,2023,2,2.49
24.0,29.375,2023,2,2.39
24.0,30.0,2023,2,2.1
24.0,30.625,2023,2,1.67
24.0,31.25,2023,2,1.87
24.0,31.875,2023,2,1.95
24.0,32.5,2023,2,1.46
24.0,33.125,2023,2,1.32
24.0,33.75,2023,2,1.28
24.5,25.625,2023,2,1.07
24.5,26.25,2023,2,1.33
24.5,26.875,2023,2,1.98
24.5,27.5,2023,2,2.45
24.5,28.125,2023,2,2.49
24.5,28.75,2023,2,2.44
24.5,29.375,2023,2,2.44
24.5,30.0,2023,2,2.22
24.5,30.625,2023,2,1.68
24.5,31.25,2023,2,1.81
24.5,31.875,2023,2,1.89
24.5,32.5,2023,2,1.37
24.5,33.125,2023,2,1.3
24.5,33.75,2023,2,1.26
25.0,25.625,2023,2,1.28
25.0,26.25,2023,2,1.31
25.0,26.875,2023,2,1.73
25.0,27.5,2023,2,2.16
25.0,28.125,2023,2,2.2
25.0,28.75,2023,2,1.95
25.0,29.375,2023,2,2.15
25.0,30.0,2023,2,2.2
25.0,30.625,2023,2,1.8
25.0,31.25,2023,2,1.81
25.0,31.875,2023,2,1.8
25.0,32.5,2023,2,1.51
25.0,33.125,2023,2,1.36
25.0,33.75,2023,2,1.35
25.5,25.625,2023,2,1.46
25.5,26.25,2023,2,1.3
25.5,26.875,2023,2,1.59
25.5,27.5,2023,2,1.86
25.5,28.125,2023,2,2.0
25.5,28.75,2023,2,1.76
25.5,29.375,2023,2,1.94
25.5,30.0,2023,2,2.09
25.5,30.625,2023,2,1.73
25.5,31.25,2023,2,1.71
25.5,31.875,2023,2,1.74
25.5,32.5,2023,2,1.42
25.5,33.125,2023,2,1.13
25.5,33.75,2023,2,1.32
26.0,25.625,2023,2,1.4
26.0,26.25,2023,2,1.31
26.0,26.875,2023,2,1.73
26.0,27.5,2023,2,1.97
26.0,28.125,2023,2,2.05
26.0,28.75,2023,2,1.69
26.0,29.375,2023,2,1.62
26.0,30.0,2023,2,1.86
26.0,30.625,2023,2,1.65
26.0,31.25,2023,2,1.67
26.0,31.875,2023,2,1.74
26.0,32.5,2023,2,1.21
26.0,33.125,2023,2,0.35
26.0,33.75,2023,2,0.88
26.5,25.625,2023,2,1.22
26.5,26.25,2023,2,1.53
26.5,26.875,2023,2,1.91
26.5,27.5,2023,2,2.07
26.5,28.125,2023,2,2.04
26.5,28.75,2023,2,1.57
26.5,29.375,2023,2,1.78
26.5,30.0,2023,2,1.74
26.5,30.625,2023,2,1.64
26.5,31.25,2023,2,1.69
26.5,31.875,2023,2,1.16
26.5,32.5,2023,2,0.64
26.5,33.125,2023,2,0.78
26.5,33.75,2023,2,0.04
27.0,25.625,2023,2,1.5
27.0,26.25,2023,2,1.8
27.0,26.875,2023,2,1.98
27.0,27.5,2023,2,2.04
27.0,28.125,2023,2,2.15
27.0,28.75,2023,2,1.85
27.0,29.375,2023,2,2.11
27.0,30.0,2023,2,1.56
27.0,30.625,2023,2,1.52
27.0,31.25,2023,2,1.36
27.0,31.875,2023,2,0.74
27.0,32.5,2023,2,0.65
27.0,33.125,2023,2,0.06
27.0,33.75,2023,2,0.15
27.5,25.625,2023,2,1.69
27.5,26.25,2023,2,1.76
27.5,26.875,2023,2,1.93
27.5,27.5,2023,2,2.2
27.5,28.125,2023,2,2.09
27.5,28.75,2023,2,2.11
27.5,29.375,2023,2,2.04
27.5,30.0,2023,2,1.38
27.5,30.625,2023,2,1.3
27.5,31.25,2023,2,1.1
27.5,31.875,2023,2,0.41
27.5,32.5,2023,2,0.7
27.5,33.125,2023,2,0.71
27.5,33.75,2023,2,0.59
28.0,25.625,2023,2,1.58
28.0,26.25,2023,2,1.87
28.0,26.875,2023,2,2.11
28.0,27.5,2023,2,1.98
28.0,28.125,2023,2,1.55
28.0,28.75,2023,2,1.76
28.0,29.375,2023,2,1.74
28.0,30.0,2023,2,1.2
28.0,30.625,2023,2,1.0
28.0,31.25,2023,2,0.73
28.0,31.875,2023,2,0.29
28.0,32.5,2023,2,0.53
28.0,33.125,2023,2,1.14
28.0,33.75,2023,2,0.59
28.5,25.625,2023,2,1.65
28.5,26.25,2023,2,2.03
28.5,26.875,2023,2,1.56
28.5,27.5,2023,2,1.07
28.5,28.125,2023,2,1.32
28.5,28.75,2023,2,1.59
28.5,29.375,2023,2,1.16
28.5,30.0,2023,2,0.87
28.5,30.625,2023,2,0.9
28.5,31.25,2023,2,0.29
28.5,31.875,2023,2,0.39
28.5,32.5,2023,2,0.25
28.5,33.125,2023,2,1.27
28.5,33.75,2023,2,0.77
29.0,25.625,2023,2,1.89
29.0,26.25,2023,2,1.8
29.0,26.875,2023,2,1.18
29.0,27.5,2023,2,0.79
29.0,28.125,2023,2,1.0
29.0,28.75,2023,2,1.04
29.0,29.375,2023,2,0.99
29.0,30.0,2023,2,0.92
29.0,30.625,2023,2,0.85
29.0,31.25,2023,2,0.06
29.0,31.875,2023,2,0.24
29.0,32.5,2023,2,0.32
29.0,33.125,2023,2,0.81
29.0,33.75,2023,2,0.21
29.5,25.625,2023,2,2.28
29.5,26.25,2023,2,2.09
29.5,26.875,2023,2,1.38
29.5,27.5,2023,2,0.85
29.5,28.125,2023,2,0.92
29.5,28.75,2023,2,1.0
29.5,29.375,2023,2,1.09
29.5,30.0,2023,2,1.03
29.5,30.625,2023,2,0.9
29.5,31.25,2023,2,0.2
29.5,31.875,2023,2,0.57
29.5,32.5,2023,2,0.3
29.5,33.125,2023,2,0.56
29.5,33.75,2023,2,1.5
30.0,25.625,2023,2,2.66
30.0,26.25,2023,2,2.53
30.0,26.875,2023,2,1.56
30.0,27.5,2023,2,1.15
30.0,28.125,2023,2,1.22
30.0,28.75,2023,2,1.14
30.0,29.375,2023,2,1.1
30.0,30.0,2023,2,1.13
30.0,30.625,2023,2,1.06
30.0,31.25,2023,2,0.78
30.0,31.875,2023,2,0.64
30.0,32.5,2023,2,0.54
30.0,33.125,2023,2,1.69
30.0,33.75,2023,2,1.58
30.5,25.625,2023,2,2.41
30.5,26.25,2023,2,2.95
30.5,26.875,2023,2,2.18
30.5,27.5,2023,2,1.85
30.5,28.125,2023,2,1.88
30.5,28.75,2023,2,1.62
30.5,29.375,2023,2,1.4
30.5,30.0,2023,2,1.15
30.5,30.625,2023,2,1.23
30.5,31.25,2023,2,1.26
30.5,31.875,2023,2,1.18
30.5,32.5,2023,2,1.69
30.5,33.125,2023,2,1.5
30.5,33.75,2023,2,1.23
31.0,25.625,2023,2,2.27
31.0,26.25,2023,2,2.8
31.0,26.875,2023,2,3.04
31.0,27.5,2023,2,3.14
31.0,28.125,2023,2,3.41
31.0,28.75,2023,2,4.14
31.0,29.375,2023,2,4.11
31.0,30.0,2023,2,2.09
31.0,30.625,2023,2,1.54
31.0,31.25,2023,2,1.65
31.0,31.875,2023,2,2.07
31.0,32.5,2023,2,2.5
31.0,33.125,2023,2,2.69
31.0,33.75,2023,2,2.33
31.5,25.625,2023,2,3.4
31.5,26.25,2023,2,4.12
31.5,26.875,2023,2,4.94
31.5,27.5,2023,2,5.96
31.5,28.125,2023,2,6.42
31.5,28.75,2023,2,6.69
31.5,29.375,2023,2,6.51
31.5,30.0,2023,2,5.85
31.5,30.625,2023,2,4.68
31.5,31.25,2023,2,4.51
31.5,31.875,2023,2,5.32
31.5,32.5,2023,2,6.16
31.5,33.125,2023,2,5.62
31.5,33.75,2023,2,5.12
23.0,25.625,2023,3,1.74
23.0,26.25,2023,3,2.05
23.0,26.875,2023,3,2.4
23.0,27.5,2023,3,2.35
23.0,28.125,2023,3,2.26
23.0,28.75,2023,3,2.27
23.0,29.375,2023,3,2.11
23.0,30.0,2023,3,2.04
23.0,30.625,2023,3,1.95
23.0,31.25,2023,3,1.83
23.0,31.875,2023,3,2.08
23.0,32.5,2023,3,2.51
23.0,33.125,2023,3,2.17
23.0,33.75,2023,3,2.53
23.5,25.625,2023,3,1.78
23.5,26.25,2023,3,1.95
23.5,26.875,2023,3,2.5
23.5,27.5,2023,3,2.54
23.5,28.125,2023,3,2.51
23.5,28.75,2023,3,2.56
23.5,29.375,2023,3,2.39
23.5,30.0,2023,3,2.22
23.5,30.625,2023,3,2.01
23.5,31.25,2023,3,1.84
23.5,31.875,2023,3,2.05
23.5,32.5,2023,3,2.63
23.5,33.125,2023,3,2.17
23.5,33.75,2023,3,2.23
24.0,25.625,2023,3,1.33
24.0,26.25,2023,3,1.47
24.0,26.875,2023,3,2.13
24.0,27.5,2023,3,2.72
24.0,28.125,2023,3,2.9
24.0,28.75,2023,3,2.76
24.0,29.375,2023,3,2.61
24.0,30.0,2023,3,2.45
24.0,30.625,2023,3,1.99
24.0,31.25,2023,3,1.82
24.0,31.875,2023,3,2.08
24.0,32.5,2023,3,2.31
24.0,33.125,2023,3,1.47
24.0,33.75,2023,3,1.83
24.5,25.625,2023,3,0.99
24.5,26.25,2023,3,1.35
24.5,26.875,2023,3,1.95
24.5,27.5,2023,3,2.5
24.5,28.125,2023,3,2.73
24.5,28.75,2023,3,2.84
24.5,29.375,2023,3,2.64
24.5,30.0,2023,3,2.55
24.5,30.625,2023,3,1.88
24.5,31.25,2023,3,1.73
24.5,31.875,2023,3,2.25
24.5,32.5,2023,3,2.21
24.5,33.125,2023,3,1.36
24.5,33.75,2023,3,1.85
25.0,25.625,2023,3,1.21
25.0,26.25,2023,3,1.37
25.0,26.875,2023,3,1.83
25.0,27.5,2023,3,2.27
25.0,28.125,2023,3,2.49
25.0,28.75,2023,3,2.5
25.0,29.375,2023,3,2.33
25.0,30.0,2023,3,2.39
25.0,30.625,2023,3,1.82
25.0,31.25,2023,3,1.91
25.0,31.875,2023,3,2.3
25.0,32.5,2023,3,2.21
25.0,33.125,2023,3,1.91
25.0,33.75,2023,3,1.76
25.5,25.625,2023,3,1.39
25.5,26.25,2023,3,1.6
25.5,26.875,2023,3,1.92
25.5,27.5,2023,3,2.18
25.5,28.125,2023,3,2.25
25.5,28.75,2023,3,2.0
25.5,29.375,2023,3,2.07
25.5,30.0,2023,3,2.35
25.5,30.625,2023,3,1.93
25.5,31.25,2023,3,2.05
25.5,31.875,2023,3,2.25
25.5,32.5,2023,3,2.13
25.5,33.125,2023,3,1.69
25.5,33.75,2023,3,1.47
26.0,25.625,2023,3,1.35
26.0,26.25,2023,3,1.53
26.0,26.875,2023,3,1.75
26.0,27.5,2023,3,1.97
26.0,28.125,2023,3,2.07
26.0,28.75,2023,3,1.88
26.0,29.375,2023,3,1.96
26.0,30.0,2023,3,2.13
26.0,30.625,2023,3,1.95
26.0,31.25,2023,3,2.0
26.0,31.875,2023,3,2.15
26.0,32.5,2023,3,1.92
26.0,33.125,2023,3,1.13
26.0,33.75,2023,3,1.54
26.5,25.625,2023,3,1.33
26.5,26.25,2023,3,1.56
26.5,26.875,2023,3,1.86
26.5,27.5,2023,3,2.02
26.5,28.125,2023,3,2.13
26.5,28.75,2023,3,2.02
26.5,29.375,2023,3,1.88
26.5,30.0,2023,3,1.88
26.5,30.625,2023,3,1.93
26.5,31.25,2023,3,1.99
26.5,31.875,2023,3,1.77
26.5,32.5,2023,3,1.93
26.5,33.125,2023,3,0.93
26.5,33.75,2023,3,0.55
27.0,25.625,2023,3,1.44
27.0,26.25,2023,3,1.64
27.0,26.875,2023,3,1.89
27.0,27.5,2023,3,2.11
27.0,28.125,2023,3,2.27
27.0,28.75,2023,3,2.06
27.0,29.375,2023,3,1.83
27.0,30.0,2023,3,1.65
27.0,30.625,2023,3,1.71
27.0,31.25,2023,3,1.84
27.0,31.875,2023,3,1.27
27.0,32.5,2023,3,1.46
27.0,33.125,2023,3,0.26
27.0,33.75,2023,3,0.98
27.5,25.625,2023,3,1.43
27.5,26.25,2023,3,1.57
27.5,26.875,2023,3,1.83
27.5,27.5,2023,3,2.08
27.5,28.125,2023,3,1.88
27.5,28.75,2023,3,1.79
27.5,29.375,2023,3,2.04
27.5,30.0,2023,3,1.62
27.5,30.625,2023,3,1.62
27.5,31.25,2023,3,0.91
27.5,31.875,2023,3,0.96
27.5,32.5,2023,3,0.25
27.5,33.125,2023,3,0.66
27.5,33.75,2023,3,0.74
28.0,25.625,2023,3,1.41
28.0,26.25,2023,3,1.42
28.0,26.875,2023,3,1.44
28.0,27.5,2023,3,1.45
28.0,28.125,2023,3,1.47
28.0,28.75,2023,3,1.65
28.0,29.375,2023,3,1.79
28.0,30.0,2023,3,1.5
28.0,30.625,2023,3,1.3
28.0,31.25,2023,3,0.67
28.0,31.875,2023,3,0.46
28.0,32.5,2023,3,0.6
28.0,33.125,2023,3,1.15
28.0,33.75,2023,3,0.79
28.5,25.625,2023,3,1.52
28.5,26.25,2023,3,1.44
28.5,26.875,2023,3,1.23
28.5,27.5,2023,3,1.07
28.5,28.125,2023,3,1.26
28.5,28.75,2023,3,1.37
28.5,29.375,2023,3,1.34
28.5,30.0,2023,3,1.36
28.5,30.625,2023,3,1.13
28.5,31.25,2023,3,0.21
28.5,31.875,2023,3,0.21
28.5,32.5,2023,3,1.43
28.5,33.125,2023,3,2.17
28.5,33.75,2023,3,1.09
29.0,25.625,2023,3,1.85
29.0,26.25,2023,3,1.58
29.0,26.875,2023,3,1.16
29.0,27.5,2023,3,0.83
29.0,28.125,2023,3,1.0
29.0,28.75,2023,3,1.09
29.0,29.375,2023,3,1.42
29.0,30.0,2023,3,1.73
29.0,30.625,2023,3,1.7
29.0,31.25,2023,3,0.55
29.0,31.875,2023,3,0.74
29.0,32.5,2023,3,2.36
29.0,33.125,2023,3,0.42
29.0,33.75,2023,3,0.66
29.5,25.625,2023,3,2.28
29.5,26.25,2023,3,2.21
29.5,26.875,2023,3,2.09
29.5,27.5,2023,3,2.02
29.5,28.125,2023,3,1.79
29.5,28.75,2023,3,1.85
29.5,29.375,2023,3,2.14
29.5,30.0,2023,3,2.11
29.5,30.625,2023,3,2.28
29.5,31.25,2023,3,1.47
29.5,31.875,2023,3,1.1
29.5,32.5,2023,3,1.64
29.5,33.125,2023,3,1.21
29.5,33.75,2023,3,0.55
30.0,25.625,2023,3,2.65
30.0,26.25,2023,3,2.37
30.0,26.875,2023,3,2.03
30.0,27.5,2023,3,1.67
30.0,28.125,2023,3,1.58
30.0,28.75,2023,3,1.5
30.0,29.375,2023,3,1.63
30.0,30.0,2023,3,1.74
30.0,30.625,2023,3,1.58
30.0,31.25,2023,3,1.3
30.0,31.875,2023,3,1.0
30.0,32.5,2023,3,0.9
30.0,33.125,2023,3,0.98
30.0,33.75,2023,3,1.13
30.5,25.625,2023,3,2.52
30.5,26.25,2023,3,2.48
30.5,26.875,2023,3,2.31
30.5,27.5,2023,3,2.23
30.5,28.125,2023,3,1.98
30.5,28.75,2023,3,1.72
30.5,29.375,2023,3,1.67
30.5,30.0,2023,3,1.47
30.5,30.625,2023,3,1.42
30.5,31.25,2023,3,0.96
30.5,31.875,2023,3,0.62
30.5,32.5,2023,3,0.66
30.5,33.125,2023,3,0.87
30.5,33.75,2023,3,1.13
31.0,25.625,2023,3,2.55
31.0,26.25,2023,3,2.49
31.0,26.875,2023,3,2.76
31.0,27.5,2023,3,3.18
31.0,28.125,2023,3,3.18
31.0,28.75,2023,3,3.88
31.0,29.375,2023,3,4.35
31.0,30.0,2023,3,2.42
31.0,30.625,2023,3,1.48
31.0,31.25,2023,3,1.01
31.0,31.875,2023,3,1.04
31.0,32.5,2023,3,1.11
31.0,33.125,2023,3,1.2
31.0,33.75,2023,3,0.48
31.5,25.625,2023,3,3.37
31.5,26.25,2023,3,3.79
31.5,26.875,2023,3,4.41
31.5,27.5,2023,3,5.11
31.5,28.125,2023,3,5.87
31.5,28.75,2023,3,5.91
31.5,29.375,2023,3,5.81
31.5,30.0,2023,3,5.37
31.5,30.625,2023,3,3.6
31.5,31.25,2023,3,2.65
31.5,31.875,2023,3,3.08
31.5,32.5,2023,3,3.18
31.5,33.125,2023,3,2.0
31.5,33.75,2023,3,2.15
23.0,25.625,2023,4,1.85
23.0,26.25,2023,4,2.23
23.0,26.875,2023,4,2.34
23.0,27.5,2023,4,2.56
23.0,28.125,2023,4,2.54
23.0,28.75,2023,4,2.53
23.0,29.375,2023,4,2.53
23.0,30.0,2023,4,2.41
23.0,30.625,2023,4,2.37
23.0,31.25,2023,4,2.11
23.0,31.875,2023,4,2.16
23.0,32.5,2023,4,2.44
23.0,33.125,2023,4,1.63
23.0,33.75,2023,4,1.88
23.5,25.625,2023,4,2.12
23.5,26.25,2023,4,2.31
23.5,26.875,2023,4,2.78
23.5,27.5,2023,4,2.75
23.5,28.125,2023,4,2.79
23.5,28.75,2023,4,2.81
23.5,29.375,2023,4,2.87
23.5,30.0,2023,4,2.59
23.5,30.625,2023,4,2.33
23.5,31.25,2023,4,1.98
23.5,31.875,2023,4,2.33
23.5,32.5,2023,4,2.97
23.5,33.125,2023,4,1.85
23.5,33.75,2023,4,1.7
24.0,25.625,2023,4,1.59
24.0,26.25,2023,4,1.67
24.0,26.875,2023,4,2.56
24.0,27.5,2023,4,2.89
24.0,28.125,2023,4,2.94
24.0,28.75,2023,4,3.03
24.0,29.375,2023,4,3.09
24.0,30.0,2023,4,2.73
24.0,30.625,2023,4,1.89
24.0,31.25,2023,4,1.74
24.0,31.875,2023,4,2.3
24.0,32.5,2023,4,2.78
24.0,33.125,2023,4,1.73
