-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M_MAX     MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS2M_MAX
31.5,30.0,2024,1,4.1
31.5,30.625,2024,1,2.86
31.5,31.25,2024,1,2.4
31.5,31.875,2024,1,2.71
31.5,32.5,2024,1,3.06
31.5,33.125,2024,1,3.25
31.5,33.75,2024,1,3.43
23.5,25.625,2024,2,4.29
23.5,26.25,2024,2,3.12
23.5,26.875,2024,2,3.59
23.5,27.5,2024,2,4.16
23.5,28.125,2024,2,4.57
23.5,28.75,2024,2,4.81
23.5,29.375,2024,2,5.2
23.5,30.0,2024,2,5.27
23.5,30.625,2024,2,5.29
23.5,31.25,2024,2,5.44
23.5,31.875,2024,2,5.33
23.5,32.5,2024,2,5.27
23.5,33.125,2024,2,4.53
23.5,33.75,2024,2,4.03
24.0,25.625,2024,2,3.55
24.0,26.25,2024,2,2.7
24.0,26.875,2024,2,3.18
24.0,27.5,2024,2,3.87
24.0,28.125,2024,2,4.46
24.0,28.75,2024,2,4.73
24.0,29.375,2024,2,5.17
24.0,30.0,2024,2,5.41
24.0,30.625,2024,2,5.21
24.0,31.25,2024,2,5.68
24.0,31.875,2024,2,5.65
24.0,32.5,2024,2,5.4
24.0,33.125,2024,2,4.8
24.0,33.75,2024,2,4.16
24.5,25.625,2024,2,3.11
24.5,26.25,2024,2,2.52
24.5,26.875,2024,2,3.01
24.5,27.5,2024,2,3.56
24.5,28.125,2024,2,4.19
24.5,28.75,2024,2,4.82
24.5,29.375,2024,2,5.13
24.5,30.0,2024,2,5.12
24.5,30.625,2024,2,5.14
24.5,31.25,2024,2,5.8
24.5,31.875,2024,2,6.04
24.5,32.5,2024,2,5.66
24.5,33.125,2024,2,4.92
24.5,33.75,2024,2,4.29
25.0,25.625,2024,2,2.79
25.0,26.25,2024,2,2.55
25.0,26.875,2024,2,2.78
25.0,27.5,2024,2,3.21
25.0,28.125,2024,2,3.79
25.0,28.75,2024,2,4.2
25.0,29.375,2024,2,4.39
25.0,30.0,2024,2,5.11
25.0,30.625,2024,2,5.28
25.0,31.25,2024,2,5.99
25.0,31.875,2024,2,6.27
25.0,32.5,2024,2,5.69
25.0,33.125,2024,2,5.23
25.0,33.75,2024,2,4.15
25.5,25.625,2024,2,2.37
25.5,26.25,2024,2,2.29
25.5,26.875,2024,2,2.51
25.5,27.5,2024,2,2.92
25.5,28.125,2024,2,3.3
25.5,28.75,2024,2,3.84
25.5,29.375,2024,2,4.48
25.5,30.0,2024,2,5.49
25.5,30.625,2024,2,5.54
25.5,31.25,2024,2,5.98
25.5,31.875,2024,2,5.97
25.5,32.5,2024,2,5.44
25.5,33.125,2024,2,4.94
25.5,33.75,2024,2,4.07
26.0,25.625,2024,2,1.87
26.0,26.25,2024,2,1.88
26.0,26.875,2024,2,2.28
26.0,27.5,2024,2,2.66
26.0,28.125,2024,2,3.33
26.0,28.75,2024,2,3.73
26.0,29.375,2024,2,4.21
26.0,30.0,2024,2,5.16
26.0,30.625,2024,2,5.54
26.0,31.25,2024,2,5.48
26.0,31.875,2024,2,5.28
26.0,32.5,2024,2,5.02
26.0,33.125,2024,2,4.68
26.0,33.75,2024,2,4.36
26.5,25.625,2024,2,1.43
26.5,26.25,2024,2,1.6
26.5,26.875,2024,2,2.12
26.5,27.5,2024,2,2.51
26.5,28.125,2024,2,3.12
26.5,28.75,2024,2,3.43
26.5,29.375,2024,2,4.21
26.5,30.0,2024,2,4.76
26.5,30.625,2024,2,5.22
26.5,31.25,2024,2,5.13
26.5,31.875,2024,2,5.3
26.5,32.5,2024,2,5.36
26.5,33.125,2024,2,5.4
26.5,33.75,2024,2,6.01
27.0,25.625,2024,2,1.46
27.0,26.25,2024,2,1.54
27.0,26.875,2024,2,1.98
27.0,27.5,2024,2,2.44
27.0,28.125,2024,2,2.73
27.0,28.75,2024,2,3.25
27.0,29.375,2024,2,4.1
27.0,30.0,2024,2,4.22
27.0,30.625,2024,2,4.5
27.0,31.25,2024,2,5.03
27.0,31.875,2024,2,5.47
27.0,32.5,2024,2,5.65
27.0,33.125,2024,2,6.17
27.0,33.75,2024,2,7.55
27.5,25.625,2024,2,1.46
27.5,26.25,2024,2,1.75
27.5,26.875,2024,2,1.9
27.5,27.5,2024,2,2.36
27.5,28.125,2024,2,2.68
27.5,28.75,2024,2,3.26
27.5,29.375,2024,2,3.8
27.5,30.0,2024,2,3.54
27.5,30.625,2024,2,4.09
27.5,31.25,2024,2,5.02
27.5,31.875,2024,2,5.49
27.5,32.5,2024,2,5.74
27.5,33.125,2024,2,6.83
27.5,33.75,2024,2,7.83
28.0,25.625,2024,2,1.63
28.0,26.25,2024,2,1.79
28.0,26.875,2024,2,1.94
28.0,27.5,2024,2,2.48
28.0,28.125,2024,2,2.92
28.0,28.75,2024,2,3.25
28.0,29.375,2024,2,3.45
28.0,30.0,2024,2,3.49
28.0,30.625,2024,2,3.88
28.0,31.25,2024,2,4.73
28.0,31.875,2024,2,5.47
28.0,32.5,2024,2,5.88
28.0,33.125,2024,2,7.61
28.0,33.75,2024,2,6.96
28.5,25.625,2024,2,1.78
28.5,26.25,2024,2,1.84
28.5,26.875,2024,2,1.89
28.5,27.5,2024,2,2.34
28.5,28.125,2024,2,2.97
28.5,28.75,2024,2,3.34
28.5,29.375,2024,2,3.53
28.5,30.0,2024,2,3.5
28.5,30.625,2024,2,3.78
28.5,31.25,2024,2,4.55
28.5,31.875,2024,2,5.05
28.5,32.5,2024,2,5.69
28.5,33.125,2024,2,7.64
28.5,33.75,2024,2,4.99
29.0,25.625,2024,2,2.21
29.0,26.25,2024,2,2.19
29.0,26.875,2024,2,1.82
29.0,27.5,2024,2,2.13
29.0,28.125,2024,2,2.89
29.0,28.75,2024,2,3.41
29.0,29.375,2024,2,3.75
29.0,30.0,2024,2,3.67
29.0,30.625,2024,2,3.59
29.0,31.25,2024,2,4.22
29.0,31.875,2024,2,4.47
29.0,32.5,2024,2,5.16
29.0,33.125,2024,2,6.09
29.0,33.75,2024,2,5.52
29.5,25.625,2024,2,3.11
29.5,26.25,2024,2,2.83
29.5,26.875,2024,2,2.8
29.5,27.5,2024,2,2.57
29.5,28.125,2024,2,3.04
29.5,28.75,2024,2,3.3
29.5,29.375,2024,2,3.77
29.5,30.0,2024,2,3.96
29.5,30.625,2024,2,3.76
29.5,31.25,2024,2,4.01
29.5,31.875,2024,2,4.22
29.5,32.5,2024,2,4.81
29.5,33.125,2024,2,4.81
29.5,33.75,2024,2,4.93
30.0,25.625,2024,2,3.87
30.0,26.25,2024,2,3.46
30.0,26.875,2024,2,3.47
30.0,27.5,2024,2,3.24
30.0,28.125,2024,2,3.25
30.0,28.75,2024,2,3.19
30.0,29.375,2024,2,3.64
30.0,30.0,2024,2,3.88
30.0,30.625,2024,2,3.8
30.0,31.25,2024,2,3.73
30.0,31.875,2024,2,3.73
30.0,32.5,2024,2,4.21
30.0,33.125,2024,2,4.18
30.0,33.75,2024,2,4.41
30.5,25.625,2024,2,4.49
30.5,26.25,2024,2,4.02
30.5,26.875,2024,2,3.71
30.5,27.5,2024,2,3.7
30.5,28.125,2024,2,3.43
30.5,28.75,2024,2,3.56
30.5,29.375,2024,2,3.94
30.5,30.0,2024,2,3.97
30.5,30.625,2024,2,3.91
30.5,31.25,2024,2,3.86
30.5,31.875,2024,2,3.77
30.5,32.5,2024,2,3.93
30.5,33.125,2024,2,4.17
30.5,33.75,2024,2,4.29
31.0,25.625,2024,2,4.94
31.0,26.25,2024,2,4.55
31.0,26.875,2024,2,4.33
31.0,27.5,2024,2,4.4
31.0,28.125,2024,2,4.4
31.0,28.75,2024,2,4.73
31.0,29.375,2024,2,4.91
31.0,30.0,2024,2,4.41
31.0,30.625,2024,2,4.42
31.0,31.25,2024,2,4.29
31.0,31.875,2024,2,4.69
31.0,32.5,2024,2,3.89
31.0,33.125,2024,2,4.08
31.0,33.75,2024,2,3.95
31.5,25.625,2024,2,5.14
31.5,26.25,2024,2,5.27
31.5,26.875,2024,2,5.55
31.5,27.5,2024,2,5.62
31.5,28.125,2024,2,5.97
31.5,28.75,2024,2,6.34
31.5,29.375,2024,2,6.38
31.5,30.0,2024,2,5.61
31.5,30.625,2024,2,5.49
31.5,31.25,2024,2,5.93
31.5,31.875,2024,2,5.36
31.5,32.5,2024,2,4.79
31.5,33.125,2024,2,4.26
31.5,33.75,2024,2,4.48
23.5,25.625,2024,3,4.33
23.5,26.25,2024,3,3.02
23.5,26.875,2024,3,3.35
23.5,27.5,2024,3,4.02
23.5,28.125,2024,3,4.46
23.5,28.75,2024,3,4.27
23.5,29.375,2024,3,4.44
23.5,30.0,2024,3,4.16
23.5,30.625,2024,3,3.43
23.5,31.25,2024,3,3.88
23.5,31.875,2024,3,4.56
23.5,32.5,2024,3,4.4
23.5,33.125,2024,3,3.42
23.5,33.75,2024,3,3.83
24.0,25.625,2024,3,4.12
24.0,26.25,2024,3,3.06
24.0,26.875,2024,3,3.12
24.0,27.5,2024,3,3.51
24.0,28.125,2024,3,4.08
24.0,28.75,2024,3,4.02
24.0,29.375,2024,3,4.19
24.0,30.0,2024,3,4.03
24.0,30.625,2024,3,3.33
24.0,31.25,2024,3,3.97
24.0,31.875,2024,3,4.16
24.0,32.5,2024,3,3.95
24.0,33.125,2024,3,3.22
24.0,33.75,2024,3,3.84
24.5,25.625,2024,3,3.69
24.5,26.25,2024,3,3.23
24.5,26.875,2024,3,3.09
24.5,27.5,2024,3,3.2
24.5,28.125,2024,3,3.46
24.5,28.75,2024,3,3.67
24.5,29.375,2024,3,3.9
24.5,30.0,2024,3,3.79
24.5,30.625,2024,3,3.41
24.5,31.25,2024,3,4.12
24.5,31.875,2024,3,4.12
24.5,32.5,2024,3,3.8
24.5,33.125,2024,3,3.02
24.5,33.75,2024,3,4.5
25.0,25.625,2024,3,3.86
25.0,26.25,2024,3,3.19
25.0,26.875,2024,3,3.05
25.0,27.5,2024,3,2.87
25.0,28.125,2024,3,2.9
25.0,28.75,2024,3,3.16
25.0,29.375,2024,3,3.31
25.0,30.0,2024,3,3.96
25.0,30.625,2024,3,3.78
25.0,31.25,2024,3,4.32
25.0,31.875,2024,3,4.05
25.0,32.5,2024,3,3.76
25.0,33.125,2024,3,3.81
25.0,33.75,2024,3,5.39
25.5,25.625,2024,3,3.83
25.5,26.25,2024,3,3.41
25.5,26.875,2024,3,3.03
25.5,27.5,2024,3,2.69
25.5,28.125,2024,3,2.65
25.5,28.75,2024,3,3.17
25.5,29.375,2024,3,3.61
25.5,30.0,2024,3,4.23
25.5,30.625,2024,3,4.05
25.5,31.25,2024,3,3.95
25.5,31.875,2024,3,3.62
25.5,32.5,2024,3,3.27
25.5,33.125,2024,3,3.97
25.5,33.75,2024,3,5.86
26.0,25.625,2024,3,3.87
26.0,26.25,2024,3,3.42
26.0,26.875,2024,3,2.95
26.0,27.5,2024,3,2.48
26.0,28.125,2024,3,2.84
26.0,28.75,2024,3,3.05
26.0,29.375,2024,3,3.4
26.0,30.0,2024,3,4.0
26.0,30.625,2024,3,3.99
26.0,31.25,2024,3,3.29
26.0,31.875,2024,3,3.17
26.0,32.5,2024,3,3.55
26.0,33.125,2024,3,4.03
26.0,33.75,2024,3,5.74
26.5,25.625,2024,3,3.51
26.5,26.25,2024,3,3.19
26.5,26.875,2024,3,2.68
26.5,27.5,2024,3,2.31
26.5,28.125,2024,3,2.71
26.5,28.75,2024,3,2.82
26.5,29.375,2024,3,3.46
26.5,30.0,2024,3,3.92
26.5,30.625,2024,3,4.14
26.5,31.25,2024,3,3.67
26.5,31.875,2024,3,3.35
26.5,32.5,2024,3,4.32
26.5,33.125,2024,3,5.24
26.5,33.75,2024,3,5.28
27.0,25.625,2024,3,3.14
27.0,26.25,2024,3,2.8
27.0,26.875,2024,3,2.26
27.0,27.5,2024,3,2.21
27.0,28.125,2024,3,2.43
27.0,28.75,2024,3,3.26
27.0,29.375,2024,3,3.44
27.0,30.0,2024,3,3.71
27.0,30.625,2024,3,4.07
27.0,31.25,2024,3,4.08
27.0,31.875,2024,3,4.51
27.0,32.5,2024,3,4.92
27.0,33.125,2024,3,5.38
27.0,33.75,2024,3,4.85
27.5,25.625,2024,3,2.79
27.5,26.25,2024,3,2.26
27.5,26.875,2024,3,1.91
27.5,27.5,2024,3,2.33
27.5,28.125,2024,3,2.97
27.5,28.75,2024,3,3.47
27.5,29.375,2024,3,3.41
27.5,30.0,2024,3,3.42
27.5,30.625,2024,3,3.87
27.5,31.25,2024,3,4.18
27.5,31.875,2024,3,4.6
27.5,32.5,2024,3,5.33
27.5,33.125,2024,3,5.29
27.5,33.75,2024,3,4.86
28.0,25.625,2024,3,2.35
28.0,26.25,2024,3,2.04
28.0,26.875,2024,3,2.14
28.0,27.5,2024,3,2.35
28.0,28.125,2024,3,2.77
28.0,28.75,2024,3,2.91
28.0,29.375,2024,3,3.35
28.0,30.0,2024,3,3.5
28.0,30.625,2024,3,3.78
28.0,31.25,2024,3,3.99
28.0,31.875,2024,3,4.72
28.0,32.5,2024,3,5.47
28.0,33.125,2024,3,5.87
28.0,33.75,2024,3,3.93
28.5,25.625,2024,3,1.97
28.5,26.25,2024,3,2.02
28.5,26.875,2024,3,1.92
28.5,27.5,2024,3,2.43
28.5,28.125,2024,3,2.78
28.5,28.75,2024,3,3.04
28.5,29.375,2024,3,3.27
28.5,30.0,2024,3,3.52
28.5,30.625,2024,3,3.68
28.5,31.25,2024,3,3.91
28.5,31.875,2024,3,4.52
28.5,32.5,2024,3,5.02
28.5,33.125,2024,3,6.0
28.5,33.75,2024,3,4.06
29.0,25.625,2024,3,2.16
29.0,26.25,2024,3,2.26
29.0,26.875,2024,3,1.98
29.0,27.5,2024,3,2.21
29.0,28.125,2024,3,2.8
29.0,28.75,2024,3,3.14
29.0,29.375,2024,3,3.49
29.0,30.0,2024,3,3.23
29.0,30.625,2024,3,3.26
29.0,31.25,2024,3,3.67
29.0,31.875,2024,3,4.11
29.0,32.5,2024,3,4.61
29.0,33.125,2024,3,5.12
29.0,33.75,2024,3,3.85
29.5,25.625,2024,3,2.96
29.5,26.25,2024,3,2.44
29.5,26.875,2024,3,2.52
29.5,27.5,2024,3,2.22
29.5,28.125,2024,3,2.65
29.5,28.75,2024,3,3.0
29.5,29.375,2024,3,3.22
29.5,30.0,2024,3,3.06
29.5,30.625,2024,3,2.97
29.5,31.25,2024,3,3.18
29.5,31.875,2024,3,3.27
29.5,32.5,2024,3,4.23
29.5,33.125,2024,3,4.75
29.5,33.75,2024,3,3.55
30.0,25.625,2024,3,3.37
30.0,26.25,2024,3,3.16
30.0,26.875,2024,3,2.67
30.0,27.5,2024,3,2.76
30.0,28.125,2024,3,2.7
30.0,28.75,2024,3,2.74
30.0,29.375,2024,3,2.76
30.0,30.0,2024,3,2.59
30.0,30.625,2024,3,2.3
30.0,31.25,2024,3,2.34
30.0,31.875,2024,3,2.43
30.0,32.5,2024,3,3.02
30.0,33.125,2024,3,3.11
30.0,33.75,2024,3,3.09
30.5,25.625,2024,3,3.61
30.5,26.25,2024,3,3.24
30.5,26.875,2024,3,3.09
30.5,27.5,2024,3,3.17
30.5,28.125,2024,3,2.95
30.5,28.75,2024,3,2.93
30.5,29.375,2024,3,2.91
30.5,30.0,2024,3,2.78
30.5,30.625,2024,3,2.22
30.5,31.25,2024,3,2.09
30.5,31.875,2024,3,1.88
30.5,32.5,2024,3,2.33
30.5,33.125,2024,3,2.64
30.5,33.75,2024,3,2.68
31.0,25.625,2024,3,3.91
31.0,26.25,2024,3,3.55
31.0,26.875,2024,3,3.42
31.0,27.5,2024,3,3.5
31.0,28.125,2024,3,3.39
31.0,28.75,2024,3,3.63
31.0,29.375,2024,3,3.82
31.0,30.0,2024,3,3.35
31.0,30.625,2024,3,2.77
31.0,31.25,2024,3,2.46
31.0,31.875,2024,3,2.62
31.0,32.5,2024,3,2.51
31.0,33.125,2024,3,2.88
31.0,33.75,2024,3,2.79
31.5,25.625,2024,3,4.21
31.5,26.25,2024,3,4.32
31.5,26.875,2024,3,4.42
31.5,27.5,2024,3,4.47
31.5,28.125,2024,3,4.95
31.5,28.75,2024,3,5.16
31.5,29.375,2024,3,4.92
31.5,30.0,2024,3,4.26
31.5,30.625,2024,3,4.08
31.5,31.25,2024,3,3.96
31.5,31.875,2024,3,3.78
31.5,32.5,2024,3,3.7
31.5,33.125,2024,3,3.48
31.5,33.75,2024,3,3.14
23.5,25.625,2024,4,4.15
23.5,26.25,2024,4,4.59
23.5,26.875,2024,4,4.71
23.5,27.5,2024,4,5.0
23.5,28.125,2024,4,5.31
23.5,28.75,2024,4,5.47
23.5,29.375,2024,4,5.39
23.5,30.0,2024,4,5.18
23.5,30.625,2024,4,5.23
23.5,31.25,2024,4,4.91
23.5,31.875,2024,4,4.97
23.5,32.5,2024,4,4.68
23.5,33.125,2024,4,3.91
23.5,33.75,2024,4,3.09
24.0,25.625,2024,4,4.38
24.0,26.25,2024,4,4.26
24.0,26.875,2024,4,4.73
24.0,27.5,2024,4,5.16
24.0,28.125,2024,4,5.51
24.0,28.75,2024,4,5.72
24.0,29.375,2024,4,5.74
24.0,30.0,2024,4,5.33
24.0,30.625,2024,4,5.12
24.0,31.25,2024,4,4.88
24.0,31.875,2024,4,5.38
24.0,32.5,2024,4,4.27
24.0,33.125,2024,4,3.32
24.0,33.75,2024,4,3.45
24.5,25.625,2024,4,3.86
24.5,26.25,2024,4,4.04
24.5,26.875,2024,4,4.72
24.5,27.5,2024,4,5.18
24.5,28.125,2024,4,5.57
24.5,28.75,2024,4,6.0
24.5,29.375,2024,4,6.04
24.5,30.0,2024,4,5.53
24.5,30.625,2024,4,5.32
24.5,31.25,2024,4,5.02
24.5,31.875,2024,4,5.06
24.5,32.5,2024,4,4.45
24.5,33.125,2024,4,3.77
24.5,33.75,2024,4,3.78
25.0,25.625,2024,4,3.81
25.0,26.25,2024,4,4.02
25.0,26.875,2024,4,4.68
25.0,27.5,2024,4,5.12
25.0,28.125,2024,4,5.45
25.0,28.75,2024,4,5.8
25.0,29.375,2024,4,5.98
25.0,30.0,2024,4,5.69
25.0,30.625,2024,4,5.6
25.0,31.25,2024,4,5.19
25.0,31.875,2024,4,4.61
25.0,32.5,2024,4,4.76
25.0,33.125,2024,4,3.93
25.0,33.75,2024,4,3.52
25.5,25.625,2024,4,3.48
25.5,26.25,2024,4,3.95
25.5,26.875,2024,4,4.64
25.5,27.5,2024,4,5.09
25.5,28.125,2024,4,5.25
25.5,28.75,2024,4,5.56
25.5,29.375,2024,4,5.87
25.5,30.0,2024,4,5.88
25.5,30.625,2024,4,5.62
25.5,31.25,2024,4,5.12
25.5,31.875,2024,4,4.54
25.5,32.5,2024,4,4.17
25.5,33.125,2024,4,3.75
25.5,33.75,2024,4,3.61
26.0,25.625,2024,4,3.31
26.0,26.25,2024,4,3.95
26.0,26.875,2024,4,4.68
26.0,27.5,2024,4,5.09
26.0,28.125,2024,4,5.26
26.0,28.75,2024,4,5.46
26.0,29.375,2024,4,5.5
26.0,30.0,2024,4,5.58
26.0,30.625,2024,4,5.53
26.0,31.25,2024,4,4.92
26.0,31.875,2024,4,4.84
26.0,32.5,2024,4,3.87
26.0,33.125,2024,4,3.55
