-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS2M_MIN
23.5,30.0,2024,2,1.81
23.5,30.625,2024,2,2.11
23.5,31.25,2024,2,2.2
23.5,31.875,2024,2,2.06
23.5,32.5,2024,2,2.06
23.5,33.125,2024,2,2.03
23.5,33.75,2024,2,1.81
24.0,25.625,2024,2,1.53
24.0,26.25,2024,2,1.13
24.0,26.875,2024,2,1.4
24.0,27.5,2024,2,1.53
24.0,28.125,2024,2,1.71
24.0,28.75,2024,2,1.87
24.0,29.375,2024,2,1.87
24.0,30.0,2024,2,1.95
24.0,30.625,2024,2,2.1
24.0,31.25,2024,2,2.31
24.0,31.875,2024,2,2.19
24.0,32.5,2024,2,1.96
24.0,33.125,2024,2,1.65
24.0,33.75,2024,2,1.48
24.5,25.625,2024,2,1.36
24.5,26.25,2024,2,1.06
24.5,26.875,2024,2,1.23
24.5,27.5,2024,2,1.58
24.5,28.125,2024,2,1.79
24.5,28.75,2024,2,2.12
24.5,29.375,2024,2,2.09
24.5,30.0,2024,2,2.08
24.5,30.625,2024,2,2.1
24.5,31.25,2024,2,2.32
24.5,31.875,2024,2,2.32
24.5,32.5,2024,2,1.98
24.5,33.125,2024,2,1.62
24.5,33.75,2024,2,1.58
25.0,25.625,2024,2,1.17
25.0,26.25,2024,2,1.0
25.0,26.875,2024,2,1.03
25.0,27.5,2024,2,1.4
25.0,28.125,2024,2,1.69
25.0,28.75,2024,2,1.64
25.0,29.375,2024,2,1.93
25.0,30.0,2024,2,2.2
25.0,30.625,2024,2,2.26
25.0,31.25,2024,2,2.27
25.0,31.875,2024,2,2.44
25.0,32.5,2024,2,2.02
25.0,33.125,2024,2,1.89
25.0,33.75,2024,2,1.87
25.5,25.625,2024,2,1.12
25.5,26.25,2024,2,0.76
25.5,26.875,2024,2,0.91
25.5,27.5,2024,2,1.27
25.5,28.125,2024,2,1.45
25.5,28.75,2024,2,1.47
25.5,29.375,2024,2,1.95
25.5,30.0,2024,2,2.19
25.5,30.625,2024,2,2.19
25.5,31.25,2024,2,2.23
25.5,31.875,2024,2,2.49
25.5,32.5,2024,2,1.99
25.5,33.125,2024,2,1.7
25.5,33.75,2024,2,1.55
26.0,25.625,2024,2,0.86
26.0,26.25,2024,2,0.07
26.0,26.875,2024,2,1.02
26.0,27.5,2024,2,1.22
26.0,28.125,2024,2,1.43
26.0,28.75,2024,2,1.41
26.0,29.375,2024,2,1.73
26.0,30.0,2024,2,1.92
26.0,30.625,2024,2,2.13
26.0,31.25,2024,2,2.16
26.0,31.875,2024,2,2.28
26.0,32.5,2024,2,1.97
26.0,33.125,2024,2,1.59
26.0,33.75,2024,2,1.79
26.5,25.625,2024,2,0.55
26.5,26.25,2024,2,0.47
26.5,26.875,2024,2,1.09
26.5,27.5,2024,2,1.18
26.5,28.125,2024,2,1.29
26.5,28.75,2024,2,1.23
26.5,29.375,2024,2,1.67
26.5,30.0,2024,2,1.78
26.5,30.625,2024,2,2.04
26.5,31.25,2024,2,2.09
26.5,31.875,2024,2,2.09
26.5,32.5,2024,2,2.05
26.5,33.125,2024,2,1.95
26.5,33.75,2024,2,1.87
27.0,25.625,2024,2,0.25
27.0,26.25,2024,2,0.72
27.0,26.875,2024,2,1.04
27.0,27.5,2024,2,1.12
27.0,28.125,2024,2,1.13
27.0,28.75,2024,2,1.16
27.0,29.375,2024,2,1.6
27.0,30.0,2024,2,1.58
27.0,30.625,2024,2,1.64
27.0,31.25,2024,2,1.39
27.0,31.875,2024,2,1.9
27.0,32.5,2024,2,2.12
27.0,33.125,2024,2,1.58
27.0,33.75,2024,2,3.42
27.5,25.625,2024,2,0.25
27.5,26.25,2024,2,0.9
27.5,26.875,2024,2,0.98
27.5,27.5,2024,2,1.08
27.5,28.125,2024,2,1.11
27.5,28.75,2024,2,1.26
27.5,29.375,2024,2,1.59
27.5,30.0,2024,2,1.5
27.5,30.625,2024,2,1.29
27.5,31.25,2024,2,1.35
27.5,31.875,2024,2,1.88
27.5,32.5,2024,2,2.32
27.5,33.125,2024,2,2.4
27.5,33.75,2024,2,5.05
28.0,25.625,2024,2,0.5
28.0,26.25,2024,2,0.93
28.0,26.875,2024,2,0.97
28.0,27.5,2024,2,1.0
28.0,28.125,2024,2,1.1
28.0,28.75,2024,2,1.16
28.0,29.375,2024,2,1.4
28.0,30.0,2024,2,1.39
28.0,30.625,2024,2,1.25
28.0,31.25,2024,2,1.46
28.0,31.875,2024,2,1.78
28.0,32.5,2024,2,2.51
28.0,33.125,2024,2,4.12
28.0,33.75,2024,2,3.94
28.5,25.625,2024,2,0.91
28.5,26.25,2024,2,0.99
28.5,26.875,2024,2,0.98
28.5,27.5,2024,2,0.89
28.5,28.125,2024,2,0.92
28.5,28.75,2024,2,1.12
28.5,29.375,2024,2,1.25
28.5,30.0,2024,2,1.38
28.5,30.625,2024,2,1.29
28.5,31.25,2024,2,1.54
28.5,31.875,2024,2,1.54
28.5,32.5,2024,2,2.15
28.5,33.125,2024,2,4.54
28.5,33.75,2024,2,1.15
29.0,25.625,2024,2,1.16
29.0,26.25,2024,2,1.21
29.0,26.875,2024,2,0.99
29.0,27.5,2024,2,0.68
29.0,28.125,2024,2,0.65
29.0,28.75,2024,2,1.01
29.0,29.375,2024,2,1.23
29.0,30.0,2024,2,1.42
29.0,30.625,2024,2,1.26
29.0,31.25,2024,2,1.36
29.0,31.875,2024,2,1.26
29.0,32.5,2024,2,2.84
29.0,33.125,2024,2,3.46
29.0,33.75,2024,2,1.17
29.5,25.625,2024,2,1.33
29.5,26.25,2024,2,1.41
29.5,26.875,2024,2,1.2
29.5,27.5,2024,2,0.75
29.5,28.125,2024,2,0.68
29.5,28.75,2024,2,0.93
29.5,29.375,2024,2,1.19
29.5,30.0,2024,2,1.44
29.5,30.625,2024,2,1.42
29.5,31.25,2024,2,1.2
29.5,31.875,2024,2,1.06
29.5,32.5,2024,2,2.45
29.5,33.125,2024,2,1.87
29.5,33.75,2024,2,1.05
30.0,25.625,2024,2,1.36
30.0,26.25,2024,2,1.53
30.0,26.875,2024,2,1.37
30.0,27.5,2024,2,1.34
30.0,28.125,2024,2,1.1
30.0,28.75,2024,2,1.18
30.0,29.375,2024,2,1.26
30.0,30.0,2024,2,1.2
30.0,30.625,2024,2,1.17
30.0,31.25,2024,2,1.06
30.0,31.875,2024,2,0.92
30.0,32.5,2024,2,1.46
30.0,33.125,2024,2,1.14
30.0,33.75,2024,2,1.08
30.5,25.625,2024,2,1.41
30.5,26.25,2024,2,1.58
30.5,26.875,2024,2,1.5
30.5,27.5,2024,2,1.52
30.5,28.125,2024,2,1.38
30.5,28.75,2024,2,1.34
30.5,29.375,2024,2,1.38
30.5,30.0,2024,2,1.22
30.5,30.625,2024,2,1.06
30.5,31.25,2024,2,1.03
30.5,31.875,2024,2,0.97
30.5,32.5,2024,2,1.15
30.5,33.125,2024,2,1.19
30.5,33.75,2024,2,1.05
31.0,25.625,2024,2,1.55
31.0,26.25,2024,2,1.57
31.0,26.875,2024,2,1.57
31.0,27.5,2024,2,2.05
31.0,28.125,2024,2,2.15
31.0,28.75,2024,2,2.63
31.0,29.375,2024,2,2.99
31.0,30.0,2024,2,1.83
31.0,30.625,2024,2,1.22
31.0,31.25,2024,2,1.04
31.0,31.875,2024,2,1.39
31.0,32.5,2024,2,1.74
31.0,33.125,2024,2,1.68
31.0,33.75,2024,2,1.5
31.5,25.625,2024,2,2.57
31.5,26.25,2024,2,2.87
31.5,26.875,2024,2,3.28
31.5,27.5,2024,2,3.51
31.5,28.125,2024,2,3.88
31.5,28.75,2024,2,4.06
31.5,29.375,2024,2,4.31
31.5,30.0,2024,2,3.9
31.5,30.625,2024,2,2.68
31.5,31.25,2024,2,2.32
31.5,31.875,2024,2,2.92
31.5,32.5,2024,2,3.37
31.5,33.125,2024,2,2.63
31.5,33.75,2024,2,2.79
23.5,25.625,2024,3,0.29
23.5,26.25,2024,3,1.05
23.5,26.875,2024,3,1.27
23.5,27.5,2024,3,1.31
23.5,28.125,2024,3,1.35
23.5,28.75,2024,3,1.38
23.5,29.375,2024,3,1.41
23.5,30.0,2024,3,1.5
23.5,30.625,2024,3,1.68
23.5,31.25,2024,3,1.44
23.5,31.875,2024,3,1.2
23.5,32.5,2024,3,1.5
23.5,33.125,2024,3,1.61
23.5,33.75,2024,3,1.38
24.0,25.625,2024,3,0.09
24.0,26.25,2024,3,0.98
24.0,26.875,2024,3,1.16
24.0,27.5,2024,3,1.34
24.0,28.125,2024,3,1.38
24.0,28.75,2024,3,1.4
24.0,29.375,2024,3,1.39
24.0,30.0,2024,3,1.46
24.0,30.625,2024,3,1.62
24.0,31.25,2024,3,1.35
24.0,31.875,2024,3,1.12
24.0,32.5,2024,3,1.36
24.0,33.125,2024,3,1.35
24.0,33.75,2024,3,1.16
24.5,25.625,2024,3,1.54
24.5,26.25,2024,3,0.93
24.5,26.875,2024,3,1.06
24.5,27.5,2024,3,1.37
24.5,28.125,2024,3,1.46
24.5,28.75,2024,3,1.51
24.5,29.375,2024,3,1.49
24.5,30.0,2024,3,1.56
24.5,30.625,2024,3,1.74
24.5,31.25,2024,3,1.45
24.5,31.875,2024,3,1.12
24.5,32.5,2024,3,1.16
24.5,33.125,2024,3,1.35
24.5,33.75,2024,3,1.37
25.0,25.625,2024,3,1.53
25.0,26.25,2024,3,1.02
25.0,26.875,2024,3,0.93
25.0,27.5,2024,3,1.17
25.0,28.125,2024,3,1.47
25.0,28.75,2024,3,1.31
25.0,29.375,2024,3,1.64
25.0,30.0,2024,3,1.96
25.0,30.625,2024,3,1.96
25.0,31.25,2024,3,1.68
25.0,31.875,2024,3,1.32
25.0,32.5,2024,3,1.23
25.0,33.125,2024,3,1.19
25.0,33.75,2024,3,1.43
25.5,25.625,2024,3,1.18
25.5,26.25,2024,3,1.02
25.5,26.875,2024,3,0.97
25.5,27.5,2024,3,1.06
25.5,28.125,2024,3,1.31
25.5,28.75,2024,3,1.42
25.5,29.375,2024,3,1.7
25.5,30.0,2024,3,1.95
25.5,30.625,2024,3,1.86
25.5,31.25,2024,3,1.63
25.5,31.875,2024,3,1.38
25.5,32.5,2024,3,1.2
25.5,33.125,2024,3,0.83
25.5,33.75,2024,3,1.32
26.0,25.625,2024,3,0.96
26.0,26.25,2024,3,0.93
26.0,26.875,2024,3,0.96
26.0,27.5,2024,3,0.95
26.0,28.125,2024,3,1.46
26.0,28.75,2024,3,1.53
26.0,29.375,2024,3,1.51
26.0,30.0,2024,3,1.7
26.0,30.625,2024,3,1.83
26.0,31.25,2024,3,1.7
26.0,31.875,2024,3,1.18
26.0,32.5,2024,3,1.06
26.0,33.125,2024,3,1.19
26.0,33.75,2024,3,1.22
26.5,25.625,2024,3,0.85
26.5,26.25,2024,3,0.89
26.5,26.875,2024,3,0.85
26.5,27.5,2024,3,1.06
26.5,28.125,2024,3,1.18
26.5,28.75,2024,3,1.49
26.5,29.375,2024,3,1.56
26.5,30.0,2024,3,1.71
26.5,30.625,2024,3,1.94
26.5,31.25,2024,3,1.31
26.5,31.875,2024,3,1.41
26.5,32.5,2024,3,1.03
26.5,33.125,2024,3,1.16
26.5,33.75,2024,3,1.69
27.0,25.625,2024,3,0.62
27.0,26.25,2024,3,0.8
27.0,26.875,2024,3,0.61
27.0,27.5,2024,3,1.08
27.0,28.125,2024,3,0.98
27.0,28.75,2024,3,1.47
27.0,29.375,2024,3,1.57
27.0,30.0,2024,3,1.62
27.0,30.625,2024,3,1.72
27.0,31.25,2024,3,1.33
27.0,31.875,2024,3,1.48
27.0,32.5,2024,3,1.13
27.0,33.125,2024,3,1.68
27.0,33.75,2024,3,2.61
27.5,25.625,2024,3,0.46
27.5,26.25,2024,3,0.14
27.5,26.875,2024,3,0.13
27.5,27.5,2024,3,0.56
27.5,28.125,2024,3,0.61
27.5,28.75,2024,3,1.24
27.5,29.375,2024,3,1.57
27.5,30.0,2024,3,1.43
27.5,30.625,2024,3,1.62
27.5,31.25,2024,3,1.85
27.5,31.875,2024,3,1.85
27.5,32.5,2024,3,1.25
27.5,33.125,2024,3,1.78
27.5,33.75,2024,3,2.47
28.0,25.625,2024,3,0.54
28.0,26.25,2024,3,0.76
28.0,26.875,2024,3,0.67
28.0,27.5,2024,3,0.46
28.0,28.125,2024,3,0.16
28.0,28.75,2024,3,0.91
28.0,29.375,2024,3,1.53
28.0,30.0,2024,3,1.53
28.0,30.625,2024,3,1.59
28.0,31.25,2024,3,1.83
28.0,31.875,2024,3,1.69
28.0,32.5,2024,3,1.8
28.0,33.125,2024,3,2.6
28.0,33.75,2024,3,0.78
28.5,25.625,2024,3,0.98
28.5,26.25,2024,3,0.92
28.5,26.875,2024,3,0.68
28.5,27.5,2024,3,0.45
28.5,28.125,2024,3,0.54
28.5,28.75,2024,3,1.03
28.5,29.375,2024,3,1.65
28.5,30.0,2024,3,1.6
28.5,30.625,2024,3,1.41
28.5,31.25,2024,3,1.67
28.5,31.875,2024,3,1.47
28.5,32.5,2024,3,1.76
28.5,33.125,2024,3,3.5
28.5,33.75,2024,3,0.8
29.0,25.625,2024,3,1.29
29.0,26.25,2024,3,1.16
29.0,26.875,2024,3,0.63
29.0,27.5,2024,3,0.21
29.0,28.125,2024,3,0.48
29.0,28.75,2024,3,1.22
29.0,29.375,2024,3,1.67
29.0,30.0,2024,3,1.54
29.0,30.625,2024,3,1.29
29.0,31.25,2024,3,1.47
29.0,31.875,2024,3,1.36
29.0,32.5,2024,3,2.83
29.0,33.125,2024,3,3.7
29.0,33.75,2024,3,0.19
29.5,25.625,2024,3,0.82
29.5,26.25,2024,3,0.78
29.5,26.875,2024,3,0.65
29.5,27.5,2024,3,0.53
29.5,28.125,2024,3,0.67
29.5,28.75,2024,3,1.01
29.5,29.375,2024,3,1.2
29.5,30.0,2024,3,1.36
29.5,30.625,2024,3,1.39
29.5,31.25,2024,3,1.44
29.5,31.875,2024,3,1.15
29.5,32.5,2024,3,2.51
29.5,33.125,2024,3,2.57
29.5,33.75,2024,3,1.28
30.0,25.625,2024,3,0.72
30.0,26.25,2024,3,0.63
30.0,26.875,2024,3,0.55
30.0,27.5,2024,3,0.87
30.0,28.125,2024,3,1.12
30.0,28.75,2024,3,0.97
30.0,29.375,2024,3,0.95
30.0,30.0,2024,3,1.02
30.0,30.625,2024,3,0.97
30.0,31.25,2024,3,1.01
30.0,31.875,2024,3,0.86
30.0,32.5,2024,3,1.35
30.0,33.125,2024,3,1.37
30.0,33.75,2024,3,0.72
30.5,25.625,2024,3,1.0
30.5,26.25,2024,3,1.18
30.5,26.875,2024,3,1.27
30.5,27.5,2024,3,1.4
30.5,28.125,2024,3,1.31
30.5,28.75,2024,3,1.3
30.5,29.375,2024,3,1.29
30.5,30.0,2024,3,1.07
30.5,30.625,2024,3,0.9
30.5,31.25,2024,3,0.87
30.5,31.875,2024,3,0.8
30.5,32.5,2024,3,0.88
30.5,33.125,2024,3,0.83
30.5,33.75,2024,3,0.34
31.0,25.625,2024,3,1.18
31.0,26.25,2024,3,1.23
31.0,26.875,2024,3,1.26
31.0,27.5,2024,3,1.89
31.0,28.125,2024,3,2.05
31.0,28.75,2024,3,2.58
31.0,29.375,2024,3,2.83
31.0,30.0,2024,3,1.53
31.0,30.625,2024,3,1.06
31.0,31.25,2024,3,0.91
31.0,31.875,2024,3,1.16
31.0,32.5,2024,3,1.38
31.0,33.125,2024,3,1.42
31.0,33.75,2024,3,0.83
31.5,25.625,2024,3,2.53
31.5,26.25,2024,3,2.77
31.5,26.875,2024,3,3.15
31.5,27.5,2024,3,3.58
31.5,28.125,2024,3,3.99
31.5,28.75,2024,3,4.11
31.5,29.375,2024,3,4.11
31.5,30.0,2024,3,3.52
31.5,30.625,2024,3,2.52
31.5,31.25,2024,3,2.26
31.5,31.875,2024,3,2.57
31.5,32.5,2024,3,2.82
31.5,33.125,2024,3,2.34
31.5,33.75,2024,3,1.76
23.5,25.625,2024,4,1.94
23.5,26.25,2024,4,1.44
23.5,26.875,2024,4,2.03
23.5,27.5,2024,4,2.27
23.5,28.125,2024,4,2.51
23.5,28.75,2024,4,2.69
23.5,29.375,2024,4,2.83
23.5,30.0,2024,4,2.54
23.5,30.625,2024,4,2.53
23.5,31.25,2024,4,2.37
23.5,31.875,2024,4,0.72
23.5,32.5,2024,4,1.31
23.5,33.125,2024,4,1.85
23.5,33.75,2024,4,1.11
24.0,25.625,2024,4,1.64
24.0,26.25,2024,4,1.17
24.0,26.875,2024,4,1.72
24.0,27.5,2024,4,2.27
24.0,28.125,2024,4,2.55
24.0,28.75,2024,4,2.72
24.0,29.375,2024,4,2.83
24.0,30.0,2024,4,2.96
24.0,30.625,2024,4,2.15
24.0,31.25,2024,4,2.43
24.0,31.875,2024,4,0.58
24.0,32.5,2024,4,1.24
24.0,33.125,2024,4,1.24
24.0,33.75,2024,4,0.97
24.5,25.625,2024,4,1.18
24.5,26.25,2024,4,1.07
24.5,26.875,2024,4,1.5
24.5,27.5,2024,4,2.08
24.5,28.125,2024,4,2.43
24.5,28.75,2024,4,2.51
24.5,29.375,2024,4,2.52
24.5,30.0,2024,4,2.45
24.5,30.625,2024,4,1.76
24.5,31.25,2024,4,2.45
24.5,31.875,2024,4,0.63
24.5,32.5,2024,4,1.32
24.5,33.125,2024,4,1.13
24.5,33.75,2024,4,1.1
25.0,25.625,2024,4,0.98
25.0,26.25,2024,4,0.92
25.0,26.875,2024,4,1.12
25.0,27.5,2024,4,1.65
25.0,28.125,2024,4,1.95
25.0,28.75,2024,4,1.73
25.0,29.375,2024,4,2.07
25.0,30.0,2024,4,2.71
25.0,30.625,2024,4,2.23
25.0,31.25,2024,4,2.57
25.0,31.875,2024,4,1.54
25.0,32.5,2024,4,1.51
25.0,33.125,2024,4,1.06
25.0,33.75,2024,4,1.33
25.5,25.625,2024,4,0.2
25.5,26.25,2024,4,0.55
25.5,26.875,2024,4,0.97
25.5,27.5,2024,4,1.33
25.5,28.125,2024,4,1.55
25.5,28.75,2024,4,1.5
25.5,29.375,2024,4,2.29
25.5,30.0,2024,4,2.75
25.5,30.625,2024,4,2.8
25.5,31.25,2024,4,2.28
25.5,31.875,2024,4,1.63
25.5,32.5,2024,4,1.36
25.5,33.125,2024,4,0.7
25.5,33.75,2024,4,1.27
26.0,25.625,2024,4,0.23
26.0,26.25,2024,4,0.45
26.0,26.875,2024,4,0.96
26.0,27.5,2024,4,1.18
26.0,28.125,2024,4,1.48
26.0,28.75,2024,4,1.38
26.0,29.375,2024,4,1.71
26.0,30.0,2024,4,2.25
26.0,30.625,2024,4,2.55
26.0,31.25,2024,4,1.87
26.0,31.875,2024,4,1.12
26.0,32.5,2024,4,1.09
26.0,33.125,2024,4,0.78
