-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS2M_MIN     MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS2M_MIN
23.0,30.0,2022,2,1.35
23.0,30.625,2022,2,1.31
23.0,31.25,2022,2,1.66
23.0,31.875,2022,2,1.85
23.0,32.5,2022,2,1.75
23.0,33.125,2022,2,1.64
23.0,33.75,2022,2,1.53
23.5,25.625,2022,2,2.47
23.5,26.25,2022,2,3.15
23.5,26.875,2022,2,2.56
23.5,27.5,2022,2,2.36
23.5,28.125,2022,2,2.15
23.5,28.75,2022,2,1.72
23.5,29.375,2022,2,1.67
23.5,30.0,2022,2,1.43
23.5,30.625,2022,2,1.32
23.5,31.25,2022,2,1.72
23.5,31.875,2022,2,1.83
23.5,32.5,2022,2,1.72
23.5,33.125,2022,2,1.69
23.5,33.75,2022,2,1.75
24.0,25.625,2022,2,2.64
24.0,26.25,2022,2,2.92
24.0,26.875,2022,2,2.68
24.0,27.5,2022,2,2.33
24.0,28.125,2022,2,2.23
24.0,28.75,2022,2,1.62
24.0,29.375,2022,2,1.62
24.0,30.0,2022,2,1.57
24.0,30.625,2022,2,1.32
24.0,31.25,2022,2,1.66
24.0,31.875,2022,2,1.89
24.0,32.5,2022,2,1.68
24.0,33.125,2022,2,1.58
24.0,33.75,2022,2,2.14
24.5,25.625,2022,2,1.74
24.5,26.25,2022,2,2.36
24.5,26.875,2022,2,2.97
24.5,27.5,2022,2,2.45
24.5,28.125,2022,2,2.23
24.5,28.75,2022,2,1.63
24.5,29.375,2022,2,1.54
24.5,30.0,2022,2,1.51
24.5,30.625,2022,2,1.31
24.5,31.25,2022,2,1.56
24.5,31.875,2022,2,1.97
24.5,32.5,2022,2,1.84
24.5,33.125,2022,2,1.72
24.5,33.75,2022,2,2.08
25.0,25.625,2022,2,1.58
25.0,26.25,2022,2,1.94
25.0,26.875,2022,2,2.81
25.0,27.5,2022,2,2.53
25.0,28.125,2022,2,2.2
25.0,28.75,2022,2,1.39
25.0,29.375,2022,2,1.37
25.0,30.0,2022,2,1.41
25.0,30.625,2022,2,1.28
25.0,31.25,2022,2,1.51
25.0,31.875,2022,2,2.05
25.0,32.5,2022,2,2.03
25.0,33.125,2022,2,2.0
25.0,33.75,2022,2,2.23
25.5,25.625,2022,2,1.59
25.5,26.25,2022,2,1.8
25.5,26.875,2022,2,2.22
25.5,27.5,2022,2,2.55
25.5,28.125,2022,2,2.04
25.5,28.75,2022,2,1.34
25.5,29.375,2022,2,1.41
25.5,30.0,2022,2,1.43
25.5,30.625,2022,2,1.31
25.5,31.25,2022,2,1.58
25.5,31.875,2022,2,2.03
25.5,32.5,2022,2,2.16
25.5,33.125,2022,2,2.23
25.5,33.75,2022,2,1.73
26.0,25.625,2022,2,1.49
26.0,26.25,2022,2,1.65
26.0,26.875,2022,2,1.9
26.0,27.5,2022,2,2.32
26.0,28.125,2022,2,2.12
26.0,28.75,2022,2,1.42
26.0,29.375,2022,2,1.41
26.0,30.0,2022,2,1.31
26.0,30.625,2022,2,1.37
26.0,31.25,2022,2,1.62
26.0,31.875,2022,2,1.91
26.0,32.5,2022,2,2.11
26.0,33.125,2022,2,1.78
26.0,33.75,2022,2,1.3
26.5,25.625,2022,2,1.36
26.5,26.25,2022,2,1.52
26.5,26.875,2022,2,1.61
26.5,27.5,2022,2,1.9
26.5,28.125,2022,2,1.7
26.5,28.75,2022,2,1.46
26.5,29.375,2022,2,1.35
26.5,30.0,2022,2,1.27
26.5,30.625,2022,2,1.36
26.5,31.25,2022,2,1.53
26.5,31.875,2022,2,1.59
26.5,32.5,2022,2,2.4
26.5,33.125,2022,2,1.88
26.5,33.75,2022,2,1.95
27.0,25.625,2022,2,1.25
27.0,26.25,2022,2,1.28
27.0,26.875,2022,2,1.31
27.0,27.5,2022,2,1.36
27.0,28.125,2022,2,1.35
27.0,28.75,2022,2,1.19
27.0,29.375,2022,2,1.18
27.0,30.0,2022,2,1.25
27.0,30.625,2022,2,1.31
27.0,31.25,2022,2,1.32
27.0,31.875,2022,2,1.49
27.0,32.5,2022,2,2.22
27.0,33.125,2022,2,1.69
27.0,33.75,2022,2,4.55
27.5,25.625,2022,2,1.18
27.5,26.25,2022,2,1.23
27.5,26.875,2022,2,1.19
27.5,27.5,2022,2,1.15
27.5,28.125,2022,2,1.19
27.5,28.75,2022,2,1.16
27.5,29.375,2022,2,1.14
27.5,30.0,2022,2,1.11
27.5,30.625,2022,2,1.2
27.5,31.25,2022,2,1.17
27.5,31.875,2022,2,1.45
27.5,32.5,2022,2,1.94
27.5,33.125,2022,2,2.22
27.5,33.75,2022,2,5.33
28.0,25.625,2022,2,1.18
28.0,26.25,2022,2,1.28
28.0,26.875,2022,2,1.23
28.0,27.5,2022,2,1.11
28.0,28.125,2022,2,1.11
28.0,28.75,2022,2,1.16
28.0,29.375,2022,2,1.16
28.0,30.0,2022,2,1.12
28.0,30.625,2022,2,1.11
28.0,31.25,2022,2,1.18
28.0,31.875,2022,2,1.35
28.0,32.5,2022,2,1.78
28.0,33.125,2022,2,2.88
28.0,33.75,2022,2,3.22
28.5,25.625,2022,2,1.16
28.5,26.25,2022,2,1.21
28.5,26.875,2022,2,1.26
28.5,27.5,2022,2,1.09
28.5,28.125,2022,2,1.02
28.5,28.75,2022,2,1.17
28.5,29.375,2022,2,1.21
28.5,30.0,2022,2,1.2
28.5,30.625,2022,2,1.1
28.5,31.25,2022,2,0.53
28.5,31.875,2022,2,1.13
28.5,32.5,2022,2,1.56
28.5,33.125,2022,2,4.62
28.5,33.75,2022,2,1.71
29.0,25.625,2022,2,1.21
29.0,26.25,2022,2,1.29
29.0,26.875,2022,2,1.19
29.0,27.5,2022,2,1.06
29.0,28.125,2022,2,1.06
29.0,28.75,2022,2,1.21
29.0,29.375,2022,2,1.28
29.0,30.0,2022,2,1.29
29.0,30.625,2022,2,1.1
29.0,31.25,2022,2,0.37
29.0,31.875,2022,2,1.11
29.0,32.5,2022,2,2.27
29.0,33.125,2022,2,2.92
29.0,33.75,2022,2,2.12
29.5,25.625,2022,2,1.18
29.5,26.25,2022,2,1.29
29.5,26.875,2022,2,1.41
29.5,27.5,2022,2,0.89
29.5,28.125,2022,2,1.07
29.5,28.75,2022,2,1.27
29.5,29.375,2022,2,1.31
29.5,30.0,2022,2,1.34
29.5,30.625,2022,2,1.32
29.5,31.25,2022,2,0.9
29.5,31.875,2022,2,0.95
29.5,32.5,2022,2,2.3
29.5,33.125,2022,2,1.54
29.5,33.75,2022,2,1.41
30.0,25.625,2022,2,1.23
30.0,26.25,2022,2,1.4
30.0,26.875,2022,2,1.57
30.0,27.5,2022,2,1.06
30.0,28.125,2022,2,0.94
30.0,28.75,2022,2,1.24
30.0,29.375,2022,2,1.34
30.0,30.0,2022,2,1.24
30.0,30.625,2022,2,1.13
30.0,31.25,2022,2,1.05
30.0,31.875,2022,2,0.94
30.0,32.5,2022,2,1.59
30.0,33.125,2022,2,1.31
30.0,33.75,2022,2,1.49
30.5,25.625,2022,2,1.38
30.5,26.25,2022,2,1.56
30.5,26.875,2022,2,1.63
30.5,27.5,2022,2,1.47
30.5,28.125,2022,2,1.28
30.5,28.75,2022,2,1.05
30.5,29.375,2022,2,1.41
30.5,30.0,2022,2,1.21
30.5,30.625,2022,2,1.1
30.5,31.25,2022,2,1.09
30.5,31.875,2022,2,0.98
30.5,32.5,2022,2,1.3
30.5,33.125,2022,2,1.47
30.5,33.75,2022,2,1.07
31.0,25.625,2022,2,1.46
31.0,26.25,2022,2,1.61
31.0,26.875,2022,2,1.73
31.0,27.5,2022,2,1.93
31.0,28.125,2022,2,1.92
31.0,28.75,2022,2,2.46
31.0,29.375,2022,2,2.24
31.0,30.0,2022,2,1.18
31.0,30.625,2022,2,1.18
31.0,31.25,2022,2,1.1
31.0,31.875,2022,2,1.38
31.0,32.5,2022,2,1.83
31.0,33.125,2022,2,2.26
31.0,33.75,2022,2,2.03
31.5,25.625,2022,2,2.3
31.5,26.25,2022,2,2.87
31.5,26.875,2022,2,3.95
31.5,27.5,2022,2,3.99
31.5,28.125,2022,2,3.7
31.5,28.75,2022,2,3.06
31.5,29.375,2022,2,3.25
31.5,30.0,2022,2,2.79
31.5,30.625,2022,2,2.05
31.5,31.25,2022,2,2.23
31.5,31.875,2022,2,3.05
31.5,32.5,2022,2,3.4
31.5,33.125,2022,2,3.74
31.5,33.75,2022,2,3.33
23.0,25.625,2022,3,1.85
23.0,26.25,2022,3,2.26
23.0,26.875,2022,3,2.17
23.0,27.5,2022,3,2.34
23.0,28.125,2022,3,2.01
23.0,28.75,2022,3,1.74
23.0,29.375,2022,3,1.54
23.0,30.0,2022,3,1.6
23.0,30.625,2022,3,1.36
23.0,31.25,2022,3,1.36
23.0,31.875,2022,3,1.48
23.0,32.5,2022,3,1.64
23.0,33.125,2022,3,1.64
23.0,33.75,2022,3,1.84
23.5,25.625,2022,3,2.26
23.5,26.25,2022,3,2.04
23.5,26.875,2022,3,2.21
23.5,27.5,2022,3,2.33
23.5,28.125,2022,3,2.02
23.5,28.75,2022,3,1.83
23.5,29.375,2022,3,1.6
23.5,30.0,2022,3,1.54
23.5,30.625,2022,3,1.44
23.5,31.25,2022,3,1.71
23.5,31.875,2022,3,1.59
23.5,32.5,2022,3,1.73
23.5,33.125,2022,3,1.88
23.5,33.75,2022,3,1.85
24.0,25.625,2022,3,1.7
24.0,26.25,2022,3,1.53
24.0,26.875,2022,3,1.97
24.0,27.5,2022,3,2.36
24.0,28.125,2022,3,2.3
24.0,28.75,2022,3,2.02
24.0,29.375,2022,3,1.7
24.0,30.0,2022,3,1.6
24.0,30.625,2022,3,1.34
24.0,31.25,2022,3,1.75
24.0,31.875,2022,3,1.7
24.0,32.5,2022,3,1.62
24.0,33.125,2022,3,1.58
24.0,33.75,2022,3,1.54
24.5,25.625,2022,3,1.32
24.5,26.25,2022,3,1.33
24.5,26.875,2022,3,1.65
24.5,27.5,2022,3,1.96
24.5,28.125,2022,3,2.13
24.5,28.75,2022,3,2.37
24.5,29.375,2022,3,1.7
24.5,30.0,2022,3,1.53
24.5,30.625,2022,3,1.24
24.5,31.25,2022,3,1.62
24.5,31.875,2022,3,1.9
24.5,32.5,2022,3,1.63
24.5,33.125,2022,3,1.64
24.5,33.75,2022,3,1.38
25.0,25.625,2022,3,1.26
25.0,26.25,2022,3,1.28
25.0,26.875,2022,3,1.5
25.0,27.5,2022,3,1.88
25.0,28.125,2022,3,2.03
25.0,28.75,2022,3,2.17
25.0,29.375,2022,3,1.58
25.0,30.0,2022,3,1.52
25.0,30.625,2022,3,1.28
25.0,31.25,2022,3,1.59
25.0,31.875,2022,3,2.08
25.0,32.5,2022,3,1.66
25.0,33.125,2022,3,1.73
25.0,33.75,2022,3,1.4
25.5,25.625,2022,3,1.16
25.5,26.25,2022,3,1.28
25.5,26.875,2022,3,1.42
25.5,27.5,2022,3,1.7
25.5,28.125,2022,3,1.89
25.5,28.75,2022,3,1.88
25.5,29.375,2022,3,1.68
25.5,30.0,2022,3,1.59
25.5,30.625,2022,3,1.34
25.5,31.25,2022,3,1.61
25.5,31.875,2022,3,2.06
25.5,32.5,2022,3,1.77
25.5,33.125,2022,3,1.53
25.5,33.75,2022,3,1.4
26.0,25.625,2022,3,1.25
26.0,26.25,2022,3,1.25
26.0,26.875,2022,3,1.27
26.0,27.5,2022,3,1.41
26.0,28.125,2022,3,1.68
26.0,28.75,2022,3,1.72
26.0,29.375,2022,3,1.45
26.0,30.0,2022,3,1.38
26.0,30.625,2022,3,1.44
26.0,31.25,2022,3,1.62
26.0,31.875,2022,3,1.74
26.0,32.5,2022,3,1.56
26.0,33.125,2022,3,1.34
26.0,33.75,2022,3,1.4
26.5,25.625,2022,3,1.17
26.5,26.25,2022,3,1.14
26.5,26.875,2022,3,1.18
26.5,27.5,2022,3,1.3
26.5,28.125,2022,3,1.45
26.5,28.75,2022,3,1.5
26.5,29.375,2022,3,1.45
26.5,30.0,2022,3,1.48
26.5,30.625,2022,3,1.55
26.5,31.25,2022,3,1.38
26.5,31.875,2022,3,1.42
26.5,32.5,2022,3,1.98
26.5,33.125,2022,3,1.48
26.5,33.75,2022,3,2.08
27.0,25.625,2022,3,1.11
27.0,26.25,2022,3,0.82
27.0,26.875,2022,3,1.0
27.0,27.5,2022,3,1.27
27.0,28.125,2022,3,1.4
27.0,28.75,2022,3,1.42
27.0,29.375,2022,3,1.49
27.0,30.0,2022,3,1.41
27.0,30.625,2022,3,1.3
27.0,31.25,2022,3,1.13
27.0,31.875,2022,3,1.37
27.0,32.5,2022,3,1.96
27.0,33.125,2022,3,1.57
27.0,33.75,2022,3,4.0
27.5,25.625,2022,3,0.67
27.5,26.25,2022,3,0.38
27.5,26.875,2022,3,0.95
27.5,27.5,2022,3,1.23
27.5,28.125,2022,3,1.34
27.5,28.75,2022,3,1.36
27.5,29.375,2022,3,1.46
27.5,30.0,2022,3,1.37
27.5,30.625,2022,3,1.18
27.5,31.25,2022,3,1.16
27.5,31.875,2022,3,1.34
27.5,32.5,2022,3,1.84
27.5,33.125,2022,3,1.95
27.5,33.75,2022,3,4.63
28.0,25.625,2022,3,0.32
28.0,26.25,2022,3,0.7
28.0,26.875,2022,3,1.02
28.0,27.5,2022,3,1.19
28.0,28.125,2022,3,1.27
28.0,28.75,2022,3,1.18
28.0,29.375,2022,3,1.36
28.0,30.0,2022,3,1.4
28.0,30.625,2022,3,1.17
28.0,31.25,2022,3,1.14
28.0,31.875,2022,3,1.3
28.0,32.5,2022,3,1.62
28.0,33.125,2022,3,2.53
28.0,33.75,2022,3,2.94
28.5,25.625,2022,3,0.93
28.5,26.25,2022,3,1.0
28.5,26.875,2022,3,1.02
28.5,27.5,2022,3,0.93
28.5,28.125,2022,3,1.08
28.5,28.75,2022,3,1.11
28.5,29.375,2022,3,1.32
28.5,30.0,2022,3,1.42
28.5,30.625,2022,3,1.21
28.5,31.25,2022,3,0.92
28.5,31.875,2022,3,1.01
28.5,32.5,2022,3,1.33
28.5,33.125,2022,3,4.12
28.5,33.75,2022,3,1.62
29.0,25.625,2022,3,1.15
29.0,26.25,2022,3,1.15
29.0,26.875,2022,3,0.72
29.0,27.5,2022,3,0.51
29.0,28.125,2022,3,1.11
29.0,28.75,2022,3,1.22
29.0,29.375,2022,3,1.36
29.0,30.0,2022,3,1.42
29.0,30.625,2022,3,1.24
29.0,31.25,2022,3,0.73
29.0,31.875,2022,3,1.03
29.0,32.5,2022,3,2.05
29.0,33.125,2022,3,2.57
29.0,33.75,2022,3,1.35
29.5,25.625,2022,3,1.29
29.5,26.25,2022,3,1.12
29.5,26.875,2022,3,0.37
29.5,27.5,2022,3,1.1
29.5,28.125,2022,3,1.17
29.5,28.75,2022,3,1.2
29.5,29.375,2022,3,1.29
29.5,30.0,2022,3,1.52
29.5,30.625,2022,3,1.37
29.5,31.25,2022,3,0.84
29.5,31.875,2022,3,0.87
29.5,32.5,2022,3,1.99
29.5,33.125,2022,3,1.09
29.5,33.75,2022,3,1.0
30.0,25.625,2022,3,1.11
30.0,26.25,2022,3,0.77
30.0,26.875,2022,3,0.66
30.0,27.5,2022,3,0.94
30.0,28.125,2022,3,0.94
30.0,28.75,2022,3,1.12
30.0,29.375,2022,3,1.19
30.0,30.0,2022,3,1.27
30.0,30.625,2022,3,1.24
30.0,31.25,2022,3,1.04
30.0,31.875,2022,3,1.0
30.0,32.5,2022,3,1.29
30.0,33.125,2022,3,0.97
30.0,33.75,2022,3,0.77
30.5,25.625,2022,3,0.83
30.5,26.25,2022,3,0.75
30.5,26.875,2022,3,0.96
30.5,27.5,2022,3,1.08
30.5,28.125,2022,3,1.14
30.5,28.75,2022,3,1.39
30.5,29.375,2022,3,1.39
30.5,30.0,2022,3,1.27
30.5,30.625,2022,3,1.18
30.5,31.25,2022,3,1.09
30.5,31.875,2022,3,1.03
30.5,32.5,2022,3,0.67
30.5,33.125,2022,3,0.43
30.5,33.75,2022,3,0.96
31.0,25.625,2022,3,0.92
31.0,26.25,2022,3,1.07
31.0,26.875,2022,3,1.23
31.0,27.5,2022,3,1.81
31.0,28.125,2022,3,2.1
31.0,28.75,2022,3,2.78
31.0,29.375,2022,3,3.07
31.0,30.0,2022,3,1.81
31.0,30.625,2022,3,1.33
31.0,31.25,2022,3,1.16
31.0,31.875,2022,3,1.37
31.0,32.5,2022,3,1.43
31.0,33.125,2022,3,1.69
31.0,33.75,2022,3,1.58
31.5,25.625,2022,3,2.02
31.5,26.25,2022,3,2.56
31.5,26.875,2022,3,3.13
31.5,27.5,2022,3,3.55
31.5,28.125,2022,3,4.02
31.5,28.75,2022,3,4.2
31.5,29.375,2022,3,4.09
31.5,30.0,2022,3,3.65
31.5,30.625,2022,3,2.8
31.5,31.25,2022,3,2.71
31.5,31.875,2022,3,2.6
31.5,32.5,2022,3,2.76
31.5,33.125,2022,3,2.94
31.5,33.75,2022,3,2.71
23.0,25.625,2022,4,1.22
23.0,26.25,2022,4,1.4
23.0,26.875,2022,4,1.37
23.0,27.5,2022,4,1.5
23.0,28.125,2022,4,1.5
23.0,28.75,2022,4,1.48
23.0,29.375,2022,4,1.5
23.0,30.0,2022,4,1.79
23.0,30.625,2022,4,1.69
23.0,31.25,2022,4,1.71
23.0,31.875,2022,4,1.62
23.0,32.5,2022,4,2.03
23.0,33.125,2022,4,2.3
23.0,33.75,2022,4,1.92
23.5,25.625,2022,4,1.28
23.5,26.25,2022,4,1.31
23.5,26.875,2022,4,1.33
23.5,27.5,2022,4,1.42
23.5,28.125,2022,4,1.47
23.5,28.75,2022,4,1.48
23.5,29.375,2022,4,1.5
23.5,30.0,2022,4,1.77
23.5,30.625,2022,4,2.02
23.5,31.25,2022,4,1.86
23.5,31.875,2022,4,1.61
23.5,32.5,2022,4,2.06
23.5,33.125,2022,4,2.39
23.5,33.75,2022,4,1.47
24.0,25.625,2022,4,1.45
24.0,26.25,2022,4,1.26
24.0,26.875,2022,4,1.31
24.0,27.5,2022,4,1.41
24.0,28.125,2022,4,1.53
24.0,28.75,2022,4,1.55
24.0,29.375,2022,4,1.48
24.0,30.0,2022,4,1.67
24.0,30.625,2022,4,1.83
24.0,31.25,2022,4,1.87
24.0,31.875,2022,4,1.48
24.0,32.5,2022,4,1.76
24.0,33.125,2022,4,1.49
