-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
LAT,LON,YEAR,DOY,RH2M
27.0,29.375,2022,1,77.52
27.0,30.0,2022,1,78.29
27.0,30.625,2022,1,78.39
27.0,31.25,2022,1,74.54
27.0,31.875,2022,1,80.44
27.0,32.5,2022,1,72.85
27.0,33.125,2022,1,65.13
27.0,33.75,2022,1,52.22
27.5,25.625,2022,1,71.66
27.5,26.25,2022,1,72.98
27.5,26.875,2022,1,73.82
27.5,27.5,2022,1,73.84
27.5,28.125,2022,1,73.77
27.5,28.75,2022,1,76.36
27.5,29.375,2022,1,79.11
27.5,30.0,2022,1,81.81
27.5,30.625,2022,1,80.54
27.5,31.25,2022,1,80.14
27.5,31.875,2022,1,81.56
27.5,32.5,2022,1,73.29
27.5,33.125,2022,1,61.31
27.5,33.75,2022,1,58.37
28.0,25.625,2022,1,73.96
28.0,26.25,2022,1,75.96
28.0,26.875,2022,1,77.54
28.0,27.5,2022,1,77.92
28.0,28.125,2022,1,77.54
28.0,28.75,2022,1,76.51
28.0,29.375,2022,1,79.92
28.0,30.0,2022,1,82.51
28.0,30.625,2022,1,82.09
28.0,31.25,2022,1,83.77
28.0,31.875,2022,1,82.58
28.0,32.5,2022,1,73.05
28.0,33.125,2022,1,59.13
28.0,33.75,2022,1,64.67
28.5,25.625,2022,1,75.48
28.5,26.25,2022,1,78.52
28.5,26.875,2022,1,79.9
28.5,27.5,2022,1,78.79
28.5,28.125,2022,1,79.98
28.5,28.75,2022,1,77.42
28.5,29.375,2022,1,79.64
28.5,30.0,2022,1,81.08
28.5,30.625,2022,1,80.03
28.5,31.25,2022,1,83.84
28.5,31.875,2022,1,83.98
28.5,32.5,2022,1,71.68
28.5,33.125,2022,1,66.82
28.5,33.75,2022,1,72.14
29.0,25.625,2022,1,77.2
29.0,26.25,2022,1,79.27
29.0,26.875,2022,1,77.42
29.0,27.5,2022,1,76.63
29.0,28.125,2022,1,79.83
29.0,28.75,2022,1,79.4
29.0,29.375,2022,1,79.54
29.0,30.0,2022,1,79.37
29.0,30.625,2022,1,79.84
29.0,31.25,2022,1,82.7
29.0,31.875,2022,1,81.77
29.0,32.5,2022,1,69.68
29.0,33.125,2022,1,69.78
29.0,33.75,2022,1,77.86
29.5,25.625,2022,1,79.88
29.5,26.25,2022,1,80.41
29.5,26.875,2022,1,74.5
29.5,27.5,2022,1,76.59
29.5,28.125,2022,1,79.78
29.5,28.75,2022,1,80.53
29.5,29.375,2022,1,78.28
29.5,30.0,2022,1,78.56
29.5,30.625,2022,1,78.61
29.5,31.25,2022,1,79.03
29.5,31.875,2022,1,77.19
29.5,32.5,2022,1,72.01
29.5,33.125,2022,1,79.75
29.5,33.75,2022,1,77.82
30.0,25.625,2022,1,82.49
30.0,26.25,2022,1,81.62
30.0,26.875,2022,1,75.74
30.0,27.5,2022,1,77.24
30.0,28.125,2022,1,79.62
30.0,28.75,2022,1,79.73
30.0,29.375,2022,1,77.35
30.0,30.0,2022,1,74.36
30.0,30.625,2022,1,76.72
30.0,31.25,2022,1,76.69
30.0,31.875,2022,1,77.55
30.0,32.5,2022,1,75.23
30.0,33.125,2022,1,82.14
30.0,33.75,2022,1,77.45
30.5,25.625,2022,1,85.06
30.5,26.25,2022,1,84.26
30.5,26.875,2022,1,82.05
30.5,27.5,2022,1,83.78
30.5,28.125,2022,1,83.03
30.5,28.75,2022,1,81.72
30.5,29.375,2022,1,78.81
30.5,30.0,2022,1,72.97
30.5,30.625,2022,1,77.51
30.5,31.25,2022,1,79.82
30.5,31.875,2022,1,79.54
30.5,32.5,2022,1,78.14
30.5,33.125,2022,1,80.63
30.5,33.75,2022,1,81.82
31.0,25.625,2022,1,87.98
31.0,26.25,2022,1,87.27
31.0,26.875,2022,1,85.34
31.0,27.5,2022,1,83.6
31.0,28.125,2022,1,82.73
31.0,28.75,2022,1,79.23
31.0,29.375,2022,1,73.83
31.0,30.0,2022,1,77.98
31.0,30.625,2022,1,82.07
31.0,31.25,2022,1,82.88
31.0,31.875,2022,1,82.54
31.0,32.5,2022,1,81.99
31.0,33.125,2022,1,81.12
31.0,33.75,2022,1,82.0
31.5,25.625,2022,1,83.59
31.5,26.25,2022,1,82.45
31.5,26.875,2022,1,77.86
31.5,27.5,2022,1,76.97
31.5,28.125,2022,1,76.01
31.5,28.75,2022,1,73.75
31.5,29.375,2022,1,71.2
31.5,30.0,2022,1,72.8
31.5,30.625,2022,1,76.53
31.5,31.25,2022,1,79.69
31.5,31.875,2022,1,80.03
31.5,32.5,2022,1,80.95
31.5,33.125,2022,1,80.86
31.5,33.75,2022,1,80.61
23.0,25.625,2022,2,76.79
23.0,26.25,2022,2,76.43
23.0,26.875,2022,2,73.37
23.0,27.5,2022,2,73.2
23.0,28.125,2022,2,72.76
23.0,28.75,2022,2,71.77
23.0,29.375,2022,2,71.56
23.0,30.0,2022,2,68.13
23.0,30.625,2022,2,66.61
23.0,31.25,2022,2,64.38
23.0,31.875,2022,2,64.95
23.0,32.5,2022,2,63.02
23.0,33.125,2022,2,61.29
23.0,33.75,2022,2,62.25
23.5,25.625,2022,2,79.67
23.5,26.25,2022,2,80.65
23.5,26.875,2022,2,77.42
23.5,27.5,2022,2,75.14
23.5,28.125,2022,2,73.31
23.5,28.75,2022,2,70.94
23.5,29.375,2022,2,70.52
23.5,30.0,2022,2,67.2
23.5,30.625,2022,2,67.45
23.5,31.25,2022,2,69.16
23.5,31.875,2022,2,68.68
23.5,32.5,2022,2,64.08
23.5,33.125,2022,2,62.9
23.5,33.75,2022,2,64.67
24.0,25.625,2022,2,82.72
24.0,26.25,2022,2,83.51
24.0,26.875,2022,2,79.87
24.0,27.5,2022,2,75.63
24.0,28.125,2022,2,71.64
24.0,28.75,2022,2,69.52
24.0,29.375,2022,2,70.75
24.0,30.0,2022,2,68.53
24.0,30.625,2022,2,70.33
24.0,31.25,2022,2,72.68
24.0,31.875,2022,2,71.94
24.0,32.5,2022,2,65.72
24.0,33.125,2022,2,64.6
24.0,33.75,2022,2,62.75
24.5,25.625,2022,2,83.26
24.5,26.25,2022,2,84.24
24.5,26.875,2022,2,80.75
24.5,27.5,2022,2,76.14
24.5,28.125,2022,2,72.04
24.5,28.75,2022,2,69.39
24.5,29.375,2022,2,72.61
24.5,30.0,2022,2,69.79
24.5,30.625,2022,2,70.49
24.5,31.25,2022,2,74.49
24.5,31.875,2022,2,72.29
24.5,32.5,2022,2,67.6
24.5,33.125,2022,2,64.22
24.5,33.75,2022,2,62.99
25.0,25.625,2022,2,83.9
25.0,26.25,2022,2,83.83
25.0,26.875,2022,2,80.09
25.0,27.5,2022,2,74.95
25.0,28.125,2022,2,72.99
25.0,28.75,2022,2,71.05
25.0,29.375,2022,2,72.46
25.0,30.0,2022,2,69.9
25.0,30.625,2022,2,70.56
25.0,31.25,2022,2,74.93
25.0,31.875,2022,2,73.92
25.0,32.5,2022,2,69.57
25.0,33.125,2022,2,66.81
25.0,33.75,2022,2,65.6
25.5,25.625,2022,2,83.3
25.5,26.25,2022,2,83.34
25.5,26.875,2022,2,79.62
25.5,27.5,2022,2,77.53
25.5,28.125,2022,2,74.51
25.5,28.75,2022,2,73.7
25.5,29.375,2022,2,75.74
25.5,30.0,2022,2,74.0
25.5,30.625,2022,2,73.04
25.5,31.25,2022,2,76.92
25.5,31.875,2022,2,75.62
25.5,32.5,2022,2,71.14
25.5,33.125,2022,2,69.7
25.5,33.75,2022,2,66.15
26.0,25.625,2022,2,82.28
26.0,26.25,2022,2,82.23
26.0,26.875,2022,2,81.33
26.0,27.5,2022,2,78.51
26.0,28.125,2022,2,76.84
26.0,28.75,2022,2,78.45
26.0,29.375,2022,2,77.65
26.0,30.0,2022,2,76.17
26.0,30.625,2022,2,77.44
26.0,31.25,2022,2,77.89
26.0,31.875,2022,2,74.3
26.0,32.5,2022,2,70.18
26.0,33.125,2022,2,66.73
26.0,33.75,2022,2,64.13
26.5,25.625,2022,2,80.73
26.5,26.25,2022,2,82.31
26.5,26.875,2022,2,83.01
26.5,27.5,2022,2,79.75
26.5,28.125,2022,2,79.34
26.5,28.75,2022,2,78.85
26.5,29.375,2022,2,75.89
26.5,30.0,2022,2,76.77
26.5,30.625,2022,2,78.1
26.5,31.25,2022,2,77.56
26.5,31.875,2022,2,72.93
26.5,32.5,2022,2,71.68
26.5,33.125,2022,2,66.36
26.5,33.75,2022,2,66.46
27.0,25.625,2022,2,80.54
27.0,26.25,2022,2,84.01
27.0,26.875,2022,2,84.66
27.0,27.5,2022,2,82.34
27.0,28.125,2022,2,81.35
27.0,28.75,2022,2,79.29
27.0,29.375,2022,2,77.52
27.0,30.0,2022,2,78.3
27.0,30.625,2022,2,78.43
27.0,31.25,2022,2,75.25
27.0,31.875,2022,2,77.98
27.0,32.5,2022,2,72.01
27.0,33.125,2022,2,67.17
27.0,33.75,2022,2,74.34
27.5,25.625,2022,2,82.14
27.5,26.25,2022,2,85.48
27.5,26.875,2022,2,87.65
27.5,27.5,2022,2,86.52
27.5,28.125,2022,2,84.15
27.5,28.75,2022,2,81.23
27.5,29.375,2022,2,79.23
27.5,30.0,2022,2,80.08
27.5,30.625,2022,2,77.0
27.5,31.25,2022,2,77.08
27.5,31.875,2022,2,78.79
27.5,32.5,2022,2,72.41
27.5,33.125,2022,2,69.29
27.5,33.75,2022,2,72.52
28.0,25.625,2022,2,83.23
28.0,26.25,2022,2,87.14
28.0,26.875,2022,2,90.43
28.0,27.5,2022,2,89.73
28.0,28.125,2022,2,86.49
28.0,28.75,2022,2,82.45
28.0,29.375,2022,2,80.81
28.0,30.0,2022,2,77.89
28.0,30.625,2022,2,75.2
28.0,31.25,2022,2,77.74
28.0,31.875,2022,2,79.42
28.0,32.5,2022,2,75.9
28.0,33.125,2022,2,71.9
28.0,33.75,2022,2,69.68
28.5,25.625,2022,2,82.81
28.5,26.25,2022,2,88.83
28.5,26.875,2022,2,92.07
28.5,27.5,2022,2,91.75
28.5,28.125,2022,2,89.93
28.5,28.75,2022,2,85.43
28.5,29.375,2022,2,82.88
28.5,30.0,2022,2,78.08
28.5,30.625,2022,2,76.3
28.5,31.25,2022,2,77.53
28.5,31.875,2022,2,81.22
28.5,32.5,2022,2,77.65
28.5,33.125,2022,2,75.79
28.5,33.75,2022,2,77.44
29.0,25.625,2022,2,82.72
29.0,26.25,2022,2,88.18
29.0,26.875,2022,2,91.17
29.0,27.5,2022,2,89.85
29.0,28.125,2022,2,89.99
29.0,28.75,2022,2,88.29
29.0,29.375,2022,2,83.89
29.0,30.0,2022,2,80.21
29.0,30.625,2022,2,78.19
29.0,31.25,2022,2,77.49
29.0,31.875,2022,2,81.79
29.0,32.5,2022,2,79.63
29.0,33.125,2022,2,80.35
29.0,33.75,2022,2,84.75
29.5,25.625,2022,2,81.98
29.5,26.25,2022,2,89.07
29.5,26.875,2022,2,90.12
29.5,27.5,2022,2,89.48
29.5,28.125,2022,2,89.54
29.5,28.75,2022,2,90.49
29.5,29.375,2022,2,87.51
29.5,30.0,2022,2,83.21
29.5,30.625,2022,2,77.8
29.5,31.25,2022,2,78.23
29.5,31.875,2022,2,83.23
29.5,32.5,2022,2,81.58
29.5,33.125,2022,2,86.78
29.5,33.75,2022,2,85.43
30.0,25.625,2022,2,82.58
30.0,26.25,2022,2,90.38
30.0,26.875,2022,2,90.38
30.0,27.5,2022,2,88.26
30.0,28.125,2022,2,89.96
30.0,28.75,2022,2,90.34
30.0,29.375,2022,2,89.92
30.0,30.0,2022,2,85.75
30.0,30.625,2022,2,82.29
30.0,31.25,2022,2,80.83
30.0,31.875,2022,2,83.89
30.0,32.5,2022,2,82.79
30.0,33.125,2022,2,88.27
30.0,33.75,2022,2,84.09
30.5,25.625,2022,2,83.59
30.5,26.25,2022,2,89.87
30.5,26.875,2022,2,91.89
30.5,27.5,2022,2,90.64
30.5,28.125,2022,2,91.48
30.5,28.75,2022,2,92.01
30.5,29.375,2022,2,92.51
30.5,30.0,2022,2,87.47
30.5,30.625,2022,2,84.53
30.5,31.25,2022,2,83.2
30.5,31.875,2022,2,83.55
30.5,32.5,2022,2,83.98
30.5,33.125,2022,2,86.62
30.5,33.75,2022,2,85.11
31.0,25.625,2022,2,85.99
31.0,26.25,2022,2,89.75
31.0,26.875,2022,2,91.15
31.0,27.5,2022,2,86.99
31.0,28.125,2022,2,88.13
31.0,28.75,2022,2,87.53
31.0,29.375,2022,2,85.27
31.0,30.0,2022,2,88.24
31.0,30.625,2022,2,87.76
31.0,31.25,2022,2,84.77
31.0,31.875,2022,2,84.28
31.0,32.5,2022,2,84.52
31.0,33.125,2022,2,81.68
31.0,33.75,2022,2,80.87
31.5,25.625,2022,2,81.88
31.5,26.25,2022,2,82.96
31.5,26.875,2022,2,82.59
31.5,27.5,2022,2,80.85
31.5,28.125,2022,2,80.34
31.5,28.75,2022,2,80.54
31.5,29.375,2022,2,80.95
31.5,30.0,2022,2,81.68
31.5,30.625,2022,2,81.18
31.5,31.25,2022,2,79.19
31.5,31.875,2022,2,79.13
31.5,32.5,2022,2,75.92
31.5,33.125,2022,2,74.01
31.5,33.75,2022,2,72.03
23.0,25.625,2022,3,72.27
23.0,26.25,2022,3,74.43
23.0,26.875,2022,3,74.3
23.0,27.5,2022,3,74.23
23.0,28.125,2022,3,72.57
23.0,28.75,2022,3,65.65
23.0,29.375,2022,3,63.07
23.0,30.0,2022,3,61.3
23.0,30.625,2022,3,60.67
23.0,31.25,2022,3,57.66
23.0,31.875,2022,3,57.66
23.0,32.5,2022,3,59.93
23.0,33.125,2022,3,57.14
23.0,33.75,2022,3,56.35
23.5,25.625,2022,3,75.07
23.5,26.25,2022,3,76.95
23.5,26.875,2022,3,75.33
23.5,27.5,2022,3,75.16
23.5,28.125,2022,3,72.97
23.5,28.75,2022,3,67.07
23.5,29.375,2022,3,65.3
23.5,30.0,2022,3,63.28
23.5,30.625,2022,3,62.74
23.5,31.25,2022,3,62.21
23.5,31.875,2022,3,61.78
23.5,32.5,2022,3,60.19
23.5,33.125,2022,3,58.31
23.5,33.75,2022,3,59.45
24.0,25.625,2022,3,78.92
24.0,26.25,2022,3,78.3
24.0,26.875,2022,3,76.83
24.0,27.5,2022,3,75.55
24.0,28.125,2022,3,73.6
24.0,28.75,2022,3,69.36
24.0,29.375,2022,3,68.22
24.0,30.0,2022,3,65.67
24.0,30.625,2022,3,66.26
24.0,31.25,2022,3,67.18
24.0,31.875,2022,3,66.85
24.0,32.5,2022,3,61.35
24.0,33.125,2022,3,60.32
24.0,33.75,2022,3,58.28
24.5,25.625,2022,3,79.17
24.5,26.25,2022,3,79.14
24.5,26.875,2022,3,79.11
24.5,27.5,2022,3,77.42
24.5,28.125,2022,3,73.91
24.5,28.75,2022,3,70.36
24.5,29.375,2022,3,71.32
24.5,30.0,2022,3,67.5
24.5,30.625,2022,3,67.71
24.5,31.25,2022,3,70.86
24.5,31.875,2022,3,69.15
24.5,32.5,2022,3,62.66
24.5,33.125,2022,3,59.8
24.5,33.75,2022,3,58.42
25.0,25.625,2022,3,79.32
25.0,26.25,2022,3,79.65
25.0,26.875,2022,3,78.52
25.0,27.5,2022,3,76.44
25.0,28.125,2022,3,73.76
25.0,28.75,2022,3,72.48
25.0,29.375,2022,3,71.76
25.0,30.0,2022,3,67.74
25.0,30.625,2022,3,69.27
25.0,31.25,2022,3,73.8
25.0,31.875,2022,3,71.84
25.0,32.5,2022,3,63.92
25.0,33.125,2022,3,61.83
25.0,33.75,2022,3,60.31
25.5,25.625,2022,3,76.92
25.5,26.25,2022,3,79.07
25.5,26.875,2022,3,77.61
25.5,27.5,2022,3,75.6
25.5,28.125,2022,3,73.54
25.5,28.75,2022,3,74.64
25.5,29.375,2022,3,74.62
25.5,30.0,2022,3,74.03
25.5,30.625,2022,3,72.78
25.5,31.25,2022,3,77.64
25.5,31.875,2022,3,73.44
25.5,32.5,2022,3,65.98
25.5,33.125,2022,3,65.95
25.5,33.75,2022,3,63.63
26.0,25.625,2022,3,75.72
26.0,26.25,2022,3,78.34
26.0,26.875,2022,3,77.41
26.0,27.5,2022,3,75.13
26.0,28.125,2022,3,74.57
26.0,28.75,2022,3,76.34
26.0,29.375,2022,3,76.07
26.0,30.0,2022,3,76.84
26.0,30.625,2022,3,77.77
26.0,31.25,2022,3,78.16
26.0,31.875,2022,3,71.07
26.0,32.5,2022,3,66.32
26.0,33.125,2022,3,62.2
26.0,33.75,2022,3,67.09
26.5,25.625,2022,3,75.57
26.5,26.25,2022,3,78.14
26.5,26.875,2022,3,78.45
26.5,27.5,2022,3,76.42
26.5,28.125,2022,3,76.54
26.5,28.75,2022,3,77.2
26.5,29.375,2022,3,76.88
26.5,30.0,2022,3,78.81
26.5,30.625,2022,3,77.38
26.5,31.25,2022,3,76.26
26.5,31.875,2022,3,69.36
26.5,32.5,2022,3,68.38
26.5,33.125,2022,3,64.09
26.5,33.75,2022,3,71.34
27.0,25.625,2022,3,76.21
27.0,26.25,2022,3,78.35
27.0,26.875,2022,3,78.7
27.0,27.5,2022,3,77.72
27.0,28.125,2022,3,76.92
27.0,28.75,2022,3,76.25
27.0,29.375,2022,3,78.32
27.0,30.0,2022,3,80.22
27.0,30.625,2022,3,78.61
27.0,31.25,2022,3,73.01
27.0,31.875,2022,3,76.78
27.0,32.5,2022,3,70.35
27.0,33.125,2022,3,69.84
27.0,33.75,2022,3,73.01
27.5,25.625,2022,3,76.56
27.5,26.25,2022,3,77.72
27.5,26.875,2022,3,79.3
27.5,27.5,2022,3,79.64
27.5,28.125,2022,3,77.7
27.5,28.75,2022,3,76.74
27.5,29.375,2022,3,78.94
27.5,30.0,2022,3,78.77
27.5,30.625,2022,3,76.9
27.5,31.25,2022,3,75.24
27.5,31.875,2022,3,79.9
27.5,32.5,2022,3,72.79
27.5,33.125,2022,3,71.82
27.5,33.75,2022,3,68.68
28.0,25.625,2022,3,76.17
28.0,26.25,2022,3,78.08
28.0,26.875,2022,3,79.92
28.0,27.5,2022,3,79.92
28.0,28.125,2022,3,78.82
28.0,28.75,2022,3,77.3
28.0,29.375,2022,3,78.15
28.0,30.0,2022,3,77.23
28.0,30.625,2022,3,78.06
28.0,31.25,2022,3,78.35
28.0,31.875,2022,3,81.75
28.0,32.5,2022,3,76.29
28.0,33.125,2022,3,74.48
28.0,33.75,2022,3,64.75
28.5,25.625,2022,3,77.13
28.5,26.25,2022,3,78.67
28.5,26.875,2022,3,78.92
28.5,27.5,2022,3,78.62
28.5,28.125,2022,3,79.64
28.5,28.75,2022,3,78.6
28.5,29.375,2022,3,79.08
28.5,30.0,2022,3,78.56
28.5,30.625,2022,3,78.88
28.5,31.25,2022,3,78.44
28.5,31.875,2022,3,81.68
28.5,32.5,2022,3,78.05
28.5,33.125,2022,3,72.56
28.5,33.75,2022,3,73.8
29.0,25.625,2022,3,77.54
29.0,26.25,2022,3,77.48
29.0,26.875,2022,3,75.68
29.0,27.5,2022,3,76.13
29.0,28.125,2022,3,79.49
29.0,28.75,2022,3,82.0
29.0,29.375,2022,3,80.54
29.0,30.0,2022,3,81.44
29.0,30.625,2022,3,79.85
29.0,31.25,2022,3,77.49
29.0,31.875,2022,3,79.29
29.0,32.5,2022,3,76.17
29.0,33.125,2022,3,78.17
29.0,33.75,2022,3,83.28
29.5,25.625,2022,3,76.71
29.5,26.25,2022,3,76.92
29.5,26.875,2022,3,74.92
29.5,27.5,2022,3,77.17
29.5,28.125,2022,3,80.67
29.5,28.75,2022,3,84.15
29.5,29.375,2022,3,83.5
29.5,30.0,2022,3,83.84
29.5,30.625,2022,3,79.83
29.5,31.25,2022,3,78.36
29.5,31.875,2022,3,79.57
29.5,32.5,2022,3,77.73
29.5,33.125,2022,3,82.63
29.5,33.75,2022,3,83.95
30.0,25.625,2022,3,76.36
30.0,26.25,2022,3,77.18
30.0,26.875,2022,3,76.83
30.0,27.5,2022,3,77.1
30.0,28.125,2022,3,80.33
30.0,28.75,2022,3,83.97
30.0,29.375,2022,3,85.54
30.0,30.0,2022,3,84.51
30.0,30.625,2022,3,81.18
30.0,31.25,2022,3,79.94
30.0,31.875,2022,3,79.86
30.0,32.5,2022,3,78.96
30.0,33.125,2022,3,86.27
30.0,33.75,2022,3,84.07
30.5,25.625,2022,3,76.37
30.5,26.25,2022,3,79.13
30.5,26.875,2022,3,80.27
30.5,27.5,2022,3,79.52
30.5,28.125,2022,3,81.46
30.5,28.75,2022,3,86.73
30.5,29.375,2022,3,87.84
30.5,30.0,2022,3,83.86
30.5,30.625,2022,3,81.48
30.5,31.25,2022,3,80.5
30.5,31.875,2022,3,81.12
30.5,32.5,2022,3,81.04
30.5,33.125,2022,3,85.88
30.5,33.75,2022,3,86.64
31.0,25.625,2022,3,80.09
31.0,26.25,2022,3,81.91
31.0,26.875,2022,3,80.24
31.0,27.5,2022,3,78.17
31.0,28.125,2022,3,79.75
31.0,28.75,2022,3,83.6
31.0,29.375,2022,3,80.85
31.0,30.0,2022,3,84.38
31.0,30.625,2022,3,84.16
31.0,31.25,2022,3,80.95
31.0,31.875,2022,3,81.54
31.0,32.5,2022,3,83.47
31.0,33.125,2022,3,81.69
31.0,33.75,2022,3,82.07
31.5,25.625,2022,3,79.15
31.5,26.25,2022,3,78.12
31.5,26.875,2022,3,76.79
31.5,27.5,2022,3,76.78
31.5,28.125,2022,3,77.13
31.5,28.75,2022,3,76.12
31.5,29.375,2022,3,76.94
31.5,30.0,2022,3,78.6
31.5,30.625,2022,3,78.36
31.5,31.25,2022,3,77.75
31.5,31.875,2022,3,77.29
31.5,32.5,2022,3,74.94
31.5,33.125,2022,3,71.86
31.5,33.75,2022,3,71.79
23.0,25.625,2022,4,62.59
23.0,26.25,2022,4,67.96
23.0,26.875,2022,4,66.03
23.0,27.5,2022,4,65.97
23.0,28.125,2022,4,65.8
23.0,28.75,2022,4,64.8
23.0,29.375,2022,4,64.08
23.0,30.0,2022,4,63.79
23.0,30.625,2022,4,61.23
23.0,31.25,2022,4,57.02
23.0,31.875,2022,4,55.77
23.0,32.5,2022,4,57.66
23.0,33.125,2022,4,51.56
23.0,33.75,2022,4,51.93
23.5,25.625,2022,4,63.53
23.5,26.25,2022,4,69.16
23.5,26.875,2022,4,68.23
23.5,27.5,2022,4,67.7
23.5,28.125,2022,4,66.29
23.5,28.75,2022,4,65.22
23.5,29.375,2022,4,64.65
23.5,30.0,2022,4,65.01
23.5,30.625,2022,4,62.69
23.5,31.25,2022,4,59.49
23.5,31.875,2022,4,58.12
23.5,32.5,2022,4,57.68
23.5,33.125,2022,4,53.73
23.5,33.75,2022,4,56.36
24.0,25.625,2022,4,68.67
24.0,26.25,2022,4,71.87
24.0,26.875,2022,4,70.47
24.0,27.5,2022,4,68.6
24.0,28.125,2022,4,67.39
24.0,28.75,2022,4,66.48
24.0,29.375,2022,4,66.53
24.0,30.0,2022,4,67.37
24.0,30.625,2022,4,65.83
24.0,31.25,2022,4,63.45
24.0,31.875,2022,4,62.69
24.0,32.5,2022,4,59.12
24.0,33.125,2022,4,56.95
24.0,33.75,2022,4,57.58
